State,Month,Helpline_Name,Calls_Received,Calls_Answered,Avg_Wait_Seconds,Successful_Interventions,Meta
Arunachal-Pradesh,2017-01,Vandrevala Foundation,1798,486,263.41,34,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
arunachal pradesh,02/2017,Snehi,1015,78,227.91,10,"{""region_coordinator"": ""D"", ""notes"": null}"
ArunachalPradesh,03/2017,Vandrevala Foundation,941,126,292.08,44,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Arunachal Pradesh,04/2017,iCALL,610,294,125.51,4,"{""region_coordinator"": ""B"", ""notes"": null}"
ARUNACHAL PRADESH,05/2017,iCALL,449,119,18.94,3,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Arunachal-Pradesh,06/2017,Vandrevala Foundation,169,169,64.59,25,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Arunachal Pradesh,07/2017,Snehi,266,87,280.3,45,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
ARUNACHAL PRADESH,08/2017,iCALL,594,433,5.29,31,"{""region_coordinator"": ""C"", ""notes"": null}"
arunachal pradesh,09/2017,Vandrevala Foundation,1623,1623,19.06,19,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
ArunachalPradesh,10/2017,Samaritans,1834k,1812,147.71,16,"{'region_coordinator': 'B', 'notes': ''}"
ArunachalPradesh,11/2017,Snehi,1406,438,79.87,4,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
ArunachalPradesh,12/2017,Samaritans,1809,883,168.01,39,"{""region_coordinator"": ""A"", ""notes"": """"}"
Arunachal-Pradesh,01/2018,iCALL,1389,169,247.06,19,"{""region_coordinator"": ""A"", ""notes"": null}"
Arunachal Pradesh,02/2018,AASRA,1647,214,161.92,41,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
ArunachalPradesh,03/2018,Snehi,258,241,214.07,22,"{""region_coordinator"": ""D"", ""notes"": null}"
Arunachal-Pradesh,04/2018,Vandrevala Foundation,1043,560,89.48,10,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
arunachal pradesh,05/2018,Samaritans,502,502,220.21,8,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
arunachal pradesh,06/2018,iCALL,1381,1328,251.8,36,"{""region_coordinator"": ""D"", ""notes"": null}"
ARUNACHAL PRADESH,07/2018,AASRA,1275,192,294.71,14,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Arunachal-Pradesh,08/2018,AASRA,1613,800,66.52,27,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
ArunachalPradesh,09/2018,Snehi,373,119,109.15,45,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Arunachal-Pradesh,10/2018,Samaritans,1249,1110,173.89,14,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Arunachal-Pradesh,11/2018,Samaritans,1643,56,228.29,14,"{'region_coordinator': 'D', 'notes': None}"
Arunachal Pradesh,12/2018,AASRA,1802,934,105.15,4,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Arunachal-Pradesh,2019-01,Snehi,1358,966,212.48,3,"{""region_coordinator"": ""B"", ""notes"": """"}"
arunachal pradesh,02/2019,Vandrevala Foundation,1844,208,68.69,7,"{'region_coordinator': 'A', 'notes': ''}"
arunachal pradesh,2019-03,AASRA,1888,1888,251.67,38,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
ArunachalPradesh,04/2019,AASRA,1018,270,10.56,10,"{""region_coordinator"": ""B"", ""notes"": """"}"
ArunachalPradesh,2019-05,iCALL,1214,1123,129.58,40,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Arunachal Pradesh,06/2019,aasra,1966,334,98.59,43,"{""region_coordinator"": ""C"", ""notes"": """"}"
ARUNACHAL PRADESH,07/2019,Snehi,1501,1341,165.84,8,"{""region_coordinator"": ""D"", ""notes"": null}"
ARUNACHAL PRADESH,08/2019,Vandrevala Foundation,1226,150,230.39,39,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
arunachal pradesh,09/2019,AASRA,1247,338,111.65,50,"{'region_coordinator': 'C', 'notes': ''}"
Arunachal-Pradesh,2019-10,AASRA,307,53,111.92,6,"{""region_coordinator"": ""D"", ""notes"": null}"
arunachal pradesh,11/2019,AASRA,1637,1637,157.67,36,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
ArunachalPradesh,12/2019,iCALL,800,708,110.41,46,"{'region_coordinator': 'A', 'notes': ''}"
ArunachalPradesh,01/2020,Vandrevala Foundation,1906k,1743,76.81,30,"{""region_coordinator"": ""D"", ""notes"": """"}"
Arunachal Pradesh,02/2020,AASRA,190,190,38.06,47,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Arunachal-Pradesh,2020-03,AASRA,810,638,296.18,12,"{'region_coordinator': 'A', 'notes': None}"
ArunachalPradesh,2020-04,Vandrevala Foundation,1676,1327,202.69,43,"{""region_coordinator"": ""A"", ""notes"": """"}"
ArunachalPradesh,05/2020,Vandrevala Foundation,1206,238,89.92,38,"{""region_coordinator"": ""C"", ""notes"": null}"
ArunachalPradesh,06/2020,AASRA,1006,544,22.2,12,"{""region_coordinator"": ""D"", ""notes"": """"}"
ArunachalPradesh,07/2020,iCALL,911,911,26.5,33,"{""region_coordinator"": ""C"", ""notes"": """"}"
ARUNACHAL PRADESH,08/2020,Samaritans,1745,1161,246.83,18,"{""region_coordinator"": ""A"", ""notes"": """"}"
arunachal pradesh,09/2020,iCALL,246,246,21.98,15,"{'region_coordinator': 'C', 'notes': None}"
ArunachalPradesh,2020-10,Snehi,10,10,95.3,4,"{""region_coordinator"": ""B"", ""notes"": """"}"
ArunachalPradesh,11/2020,Snehi,1142k,692,198.9,13,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Arunachal Pradesh,12/2020,AASRA,406,406,190.19,11,"{""region_coordinator"": ""C"", ""notes"": null}"
ARUNACHAL PRADESH,01/2021,iCALL,1387,545,234.85,9,"{'region_coordinator': 'C', 'notes': None}"
ArunachalPradesh,02/2021,Vandrevala Foundation,490,145,99.05,44,"{'region_coordinator': 'A', 'notes': None}"
ArunachalPradesh,03/2021,Snehi,794,436,110.66,46,"{""region_coordinator"": ""A"", ""notes"": """"}"
Arunachal-Pradesh,04/2021,iCALL,161,157,205.35,28,"{'region_coordinator': 'D', 'notes': ''}"
Arunachal Pradesh,05/2021,Samaritans,475,164,6.46,11,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Arunachal-Pradesh,06/2021,iCALL,718,589,66.42,22,"{""region_coordinator"": ""D"", ""notes"": """"}"
Arunachal-Pradesh,07/2021,AASRA,1729,1149,217.34,44,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
arunachal pradesh,08/2021,Snehi,784,441,213.38,30,"{'region_coordinator': 'D', 'notes': ''}"
arunachal pradesh,09/2021,Snehi,1213,791,49.74,18,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
ARUNACHAL PRADESH,10/2021,AASRA,304k,6,115.55,3,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
ARUNACHAL PRADESH,2021-11,Vandrevala Foundation,1827,160,278.91,17,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
ARUNACHAL PRADESH,12/2021,Vandrevala Foundation,591,404,82.73,49,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
arunachal pradesh,01/2022,AASRA,870,572,189.53,1,"{""region_coordinator"": ""D"", ""notes"": null}"
Arunachal Pradesh,02/2022,AASRA,477,139,277.76,18,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Arunachal Pradesh,03/2022,Vandrevala Foundation,824,220,296.14,36,"{""region_coordinator"": ""A"", ""notes"": null}"
Arunachal Pradesh,2022-04,Vandrevala Foundation,1608,1608,286.05,39,"{""region_coordinator"": ""B"", ""notes"": """"}"
arunachal pradesh,05/2022,iCALL,715,527,158.9,24,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
ARUNACHAL PRADESH,06/2022,AASRA,1294,1240,66.49,1,"{'region_coordinator': 'C', 'notes': None}"
ArunachalPradesh,07/2022,Snehi,233,233,260.57,17,"{""region_coordinator"": ""C"", ""notes"": """"}"
arunachal pradesh,08/2022,Samaritans,334,35,105.22,30,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
arunachal pradesh,09/2022,iCALL,98,94,163.32,46,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
ArunachalPradesh,10/2022,Samaritans,522,522,144.24,36,"{""region_coordinator"": ""B"", ""notes"": """"}"
Arunachal Pradesh,11/2022,Samaritans,661,206,48.12,12,"{""region_coordinator"": ""C"", ""notes"": null}"
ARUNACHAL PRADESH,12/2022,Vandrevala Foundation,1476k,614,166.51,34,"{""region_coordinator"": ""D"", ""notes"": """"}"
Delhi,2015-01,Samaritans,1307,1175,30.16,43,"{""region_coordinator"": ""C"", ""notes"": null}"
Delhi,02/2015,Snehi,160,139,202.54,31,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
delhi,03/2015,Samaritans,1268,1044,73.57,22,"{""region_coordinator"": ""A"", ""notes"": null}"
Delhi,04/2015,Samaritans,1220,1077,104.81,22,"{""region_coordinator"": ""A"", ""notes"": """"}"
Delhi,05/2015,AASRA,20,20,75.03,15,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Delhi,06/2015,Samaritans,434,380,64.11,26,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
delhi,07/2015,Vandrevala Foundation,1563,357,78.48,41,"{'region_coordinator': 'C', 'notes': ''}"
delhi,08/2015,Snehi,709,647,295.92,21,"{'region_coordinator': 'B', 'notes': None}"
DELHI,09/2015,Samaritans,1521,578,290.6,28,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
delhi,10/2015,Snehi,1688,67,89.41,13,"{""region_coordinator"": ""B"", ""notes"": null}"
Delhi,2015-11,Samaritans,936,548,288.68,28,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Delhi,12/2015,Samaritans,920,152,215.21,5,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Delhi,2016-01,Vandrevala Foundation,270,120,50.16,6,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Delhi,02/2016,Vandrevala Foundation,1531,1296,206.71,10,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Delhi,03/2016,AASRA,182,182,41.82,29,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Delhi,04/2016,iCALL,825,10,33.18,2,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Delhi,05/2016,Samaritans,1825,939,64.25,32,"{'region_coordinator': 'C', 'notes': None}"
Delhi,2016-06,Vandrevala Foundation,160,63,250.81,29,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
DELHI,2016-07,Vandrevala Foundation,918,136,277.47,18,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
DELHI,08/2016,Snehi,1768,1652,126.87,7,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Delhi,09/2016,Vandrevala Foundation,800,125,266.21,11,"{'region_coordinator': 'C', 'notes': None}"
delhi,10/2016,Samaritans,728,605,191.76,46,"{""region_coordinator"": ""A"", ""notes"": null}"
Delhi,2016-11,Snehi,1954,794,285.61,36,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
delhi,12/2016,AASRA,587,560,195.65,33,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
DELHI,01/2017,Vandrevala Foundation,551,495,8.93,21,"{'region_coordinator': 'A', 'notes': ''}"
Delhi,02/2017,Samaritans,1767,551,35.92,0,"{""region_coordinator"": ""C"", ""notes"": null}"
Delhi,03/2017,Snehi,478,126,86.59,11,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
delhi,04/2017,Snehi,920,554,272.23,4,"{'region_coordinator': 'C', 'notes': None}"
DELHI,05/2017,Samaritans,1819,1451,248.53,22,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Delhi,06/2017,Vandrevala Foundation,527,527,253.68,18,"{'region_coordinator': 'B', 'notes': None}"
Delhi,07/2017,iCALL,1824,1546,46.33,29,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Delhi,08/2017,aasra,1177,1065,161.82,40,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
DELHI,09/2017,Samaritans,377,1,158.35,1,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
delhi,10/2017,iCALL,1557,903,287.12,48,"{""region_coordinator"": ""B"", ""notes"": """"}"
DELHI,11/2017,samaritans,416,296,109.27,35,"{""region_coordinator"": ""D"", ""notes"": null}"
Delhi,12/2017,AASRA,1806,13,297.3,13,"{""region_coordinator"": ""C"", ""notes"": null}"
delhi,01/2018,iCALL,358,358,262.94,10,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Delhi,02/2018,AASRA,840,790,134.86,8,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
DELHI,03/2018,Samaritans,1090,858,254.68,34,"{'region_coordinator': 'D', 'notes': None}"
Delhi,04/2018,Samaritans,670,670,272.37,12,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
delhi,05/2018,AASRA,93,21,236.25,3,"{'region_coordinator': 'D', 'notes': None}"
Delhi,06/2018,iCALL,1885,1155,122.79,12,"{""region_coordinator"": ""B"", ""notes"": """"}"
DELHI,07/2018,Samaritans,122k,121,60.62,42,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
delhi,08/2018,Vandrevala Foundation,1863,718,206.94,23,"{""region_coordinator"": ""D"", ""notes"": """"}"
delhi,09/2018,iCALL,1396,53,80.3,50,"{'region_coordinator': 'A', 'notes': ''}"
Delhi,10/2018,Samaritans,541,69,17.91,4,"{""region_coordinator"": ""D"", ""notes"": null}"
delhi,11/2018,AASRA,635,7,49.8,1,"{""region_coordinator"": ""C"", ""notes"": null}"
Delhi,12/2018,iCALL,1290k,5,101.51,4,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
DELHI,01/2019,Vandrevala Foundation,406,288,155.41,32,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Delhi,02/2019,iCALL,502,304,81.13,18,"{""region_coordinator"": ""B"", ""notes"": """"}"
Delhi,03/2019,Vandrevala Foundation,1637,1194,225.77,35,"{""region_coordinator"": ""A"", ""notes"": null}"
Delhi,04/2019,Samaritans,1779k,769,144.56,36,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Delhi,05/2019,Samaritans,1947,338,237.11,32,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Delhi,06/2019,vandrevala foundation,169,57,157.73,14,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Delhi,07/2019,iCALL,198,126,129.38,28,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Delhi,08/2019,Samaritans,1464,611,110.24,1,"{'region_coordinator': 'D', 'notes': None}"
delhi,09/2019,iCALL,488,484,80.15,36,"{""region_coordinator"": ""D"", ""notes"": null}"
Delhi,10/2019,AASRA,132,100,271.24,22,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
delhi,2019-11,AASRA,1009,655,220.33,41,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Delhi,2019-12,Samaritans,642,69,214.18,48,"{""region_coordinator"": ""A"", ""notes"": null}"
Delhi,01/2020,Samaritans,1427,1393,121.45,16,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Delhi,02/2020,AASRA,1069,861,116.72,32,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Delhi,03/2020,Vandrevala Foundation,1510,366,149.74,0,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
DELHI,04/2020,Samaritans,34,2,240.26,0,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Delhi,05/2020,snehi,873,425,243.11,14,"{'region_coordinator': 'B', 'notes': None}"
DELHI,2020-06,Samaritans,688,63,293.23,32,"{""region_coordinator"": ""B"", ""notes"": null}"
delhi,07/2020,Snehi,1380,913,120.15,50,"{'region_coordinator': 'B', 'notes': ''}"
Delhi,08/2020,AASRA,60,0,275.81,0,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
DELHI,09/2020,Vandrevala Foundation,1837,1658,19.58,0,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Delhi,10/2020,Samaritans,576,368,72.89,22,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Delhi,11/2020,Vandrevala Foundation,328,1,233.1,1,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Delhi,12/2020,AASRA,6,6,109.47,6,"{'region_coordinator': 'A', 'notes': ''}"
Delhi,01/2021,iCALL,1198,166,242.46,31,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Delhi,02/2021,iCALL,171,32,49.62,3,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Delhi,03/2021,Snehi,1716,160,273.95,45,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
delhi,04/2021,AASRA,33,4,56.12,4,"{""region_coordinator"": ""A"", ""notes"": """"}"
DELHI,05/2021,iCALL,141,31,59.49,29,"{""region_coordinator"": ""D"", ""notes"": null}"
Delhi,06/2021,Snehi,1365,441,208.76,38,"{'region_coordinator': 'B', 'notes': None}"
Delhi,2021-07,AASRA,5,5,138.43,1,"{'region_coordinator': 'C', 'notes': ''}"
Delhi,08/2021,Vandrevala Foundation,1235,33,223.88,11,"{""region_coordinator"": ""A"", ""notes"": null}"
delhi,09/2021,Samaritans,1758,1240,37.38,37,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
DELHI,10/2021,Vandrevala Foundation,997,379,170.21,1,"{'region_coordinator': 'A', 'notes': ''}"
Delhi,11/2021,Vandrevala Foundation,67,41,146.09,22,"{'region_coordinator': 'D', 'notes': ''}"
delhi,2021-12,Samaritans,1077,494,266.95,17,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Delhi,01/2022,Samaritans,1241,1057,148.69,5,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Delhi,2022-02,iCALL,341k,158,201.45,35,"{""region_coordinator"": ""B"", ""notes"": null}"
delhi,03/2022,Vandrevala Foundation,816,423,212.82,49,"{""region_coordinator"": ""A"", ""notes"": null}"
DELHI,04/2022,iCALL,1802k,1788,7.77,2,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
DELHI,05/2022,AASRA,1502,265,186.84,38,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
delhi,06/2022,Vandrevala Foundation,1124,687,226.03,7,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
DELHI,07/2022,AASRA,922k,843,281.23,41,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
DELHI,08/2022,iCALL,1744,341,190.02,34,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Delhi,09/2022,AASRA,917,622,8.43,33,"{""region_coordinator"": ""D"", ""notes"": """"}"
delhi,10/2022,Vandrevala Foundation,1553k,1149,126.33,48,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
DELHI,11/2022,Samaritans,1895,172,58.68,18,"{""region_coordinator"": ""D"", ""notes"": null}"
Delhi,12/2022,Samaritans,887k,232,175.95,48,"{'region_coordinator': 'A', 'notes': None}"
JAMMU & KASHMIR,01/2015,iCALL,1799,1673,277.81,48,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
JAMMU & KASHMIR,02/2015,iCALL,481,128,20.78,23,"{""region_coordinator"": ""D"", ""notes"": null}"
JAMMU & KASHMIR,2015-03,Samaritans,1923,1831,95.42,16,"{""region_coordinator"": ""D"", ""notes"": """"}"
Jammu&Kashmir,04/2015,Samaritans,1418,392,40.34,21,"{""region_coordinator"": ""A"", ""notes"": null}"
Jammu & Kashmir,05/2015,AASRA,1569,634,279.58,40,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Jammu-&-Kashmir,06/2015,Vandrevala Foundation,1713,942,106.63,13,"{""region_coordinator"": ""D"", ""notes"": """"}"
JAMMU & KASHMIR,07/2015,Snehi,1653,1085,38.44,40,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
JAMMU & KASHMIR,08/2015,Snehi,101,56,32.38,43,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Jammu & Kashmir,09/2015,AASRA,321,271,174.76,0,"{""region_coordinator"": ""A"", ""notes"": ""covered schools""}"
Jammu-&-Kashmir,10/2015,Samaritans,414,105,175.12,20,"{""region_coordinator"": ""D"", ""notes"": """"}"
Jammu-&-Kashmir,11/2015,Samaritans,1314,1301,113.98,18,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
JAMMU & KASHMIR,12/2015,Samaritans,263,135,281.34,15,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
jammu & kashmir,01/2016,Samaritans,202,52,186.7,9,"{'region_coordinator': 'A', 'notes': None}"
Jammu-&-Kashmir,02/2016,Snehi,1530,322,204.58,35,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Jammu & Kashmir,03/2016,AASRA,431,19,241.7,15,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
jammu & kashmir,04/2016,Samaritans,145,26,77.6,16,"{""region_coordinator"": ""B"", ""notes"": """"}"
Jammu & Kashmir,05/2016,Snehi,946,642,57.18,13,"{""region_coordinator"": ""B"", ""notes"": """"}"
jammu & kashmir,06/2016,Snehi,844,776,24.31,6,"{""region_coordinator"": ""C"", ""notes"": ""covered schools""}"
Jammu & Kashmir,07/2016,iCALL,648,65,37.81,45,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Jammu&Kashmir,08/2016,Vandrevala Foundation,1575,298,148.27,18,"{'region_coordinator': 'A', 'notes': 'camp in rural area'}"
Jammu & Kashmir,09/2016,Snehi,1705,155,84.76,27,"{'region_coordinator': 'D', 'notes': None}"
JAMMU & KASHMIR,10/2016,AASRA,1699,58,95.43,5,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
jammu & kashmir,11/2016,AASRA,1448,725,129.68,26,"{'region_coordinator': 'C', 'notes': 'covered schools'}"
Jammu&Kashmir,12/2016,AASRA,1628,1006,111.56,12,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
jammu & kashmir,01/2017,Samaritans,1868,140,103.08,40,"{'region_coordinator': 'B', 'notes': ''}"
Jammu&Kashmir,02/2017,aasra,1055,926,49.12,34,"{""region_coordinator"": ""A"", ""notes"": null}"
Jammu-&-Kashmir,03/2017,Samaritans,97,97,114.37,25,"{""region_coordinator"": ""D"", ""notes"": """"}"
JAMMU & KASHMIR,04/2017,AASRA,802,83,84.11,46,"{""region_coordinator"": ""D"", ""notes"": ""camp in rural area""}"
Jammu & Kashmir,05/2017,Vandrevala Foundation,320,320,116.54,13,"{""region_coordinator"": ""C"", ""notes"": null}"
Jammu & Kashmir,06/2017,Snehi,1421,578,292.41,12,"{""region_coordinator"": ""A"", ""notes"": null}"
Jammu&Kashmir,07/2017,Vandrevala Foundation,1335k,783,32.87,37,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
JAMMU & KASHMIR,08/2017,Vandrevala Foundation,1546,840,150.75,44,"{'region_coordinator': 'A', 'notes': None}"
JAMMU & KASHMIR,09/2017,Samaritans,1370,865,104.84,11,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
jammu & kashmir,10/2017,Snehi,1132,48,106.93,38,"{""region_coordinator"": ""B"", ""notes"": null}"
Jammu&Kashmir,11/2017,Samaritans,1194,1171,22.01,18,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Jammu-&-Kashmir,12/2017,Snehi,520k,15,133.99,1,"{""region_coordinator"": ""B"", ""notes"": null}"
jammu & kashmir,01/2018,Vandrevala Foundation,763,24,298.95,9,"{""region_coordinator"": ""A"", ""notes"": """"}"
JAMMU & KASHMIR,2018-02,iCALL,879,622,24.65,44,"{""region_coordinator"": ""C"", ""notes"": """"}"
JAMMU & KASHMIR,03/2018,Samaritans,672,203,91.02,39,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Jammu & Kashmir,04/2018,Snehi,870,802,158.38,47,"{""region_coordinator"": ""B"", ""notes"": null}"
JAMMU & KASHMIR,05/2018,Vandrevala Foundation,925,485,156.76,10,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Jammu & Kashmir,06/2018,Snehi,1839,1525,226.82,50,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
JAMMU & KASHMIR,07/2018,AASRA,1622,886,87.1,10,"{""region_coordinator"": ""C"", ""notes"": null}"
Jammu&Kashmir,08/2018,iCALL,150,67,192.68,37,"{""region_coordinator"": ""B"", ""notes"": ""camp in rural area""}"
Jammu & Kashmir,09/2018,Vandrevala Foundation,800,205,283.81,21,"{""region_coordinator"": ""B"", ""notes"": null}"
jammu & kashmir,10/2018,icall,1574,687,252.5,34,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Jammu & Kashmir,11/2018,Snehi,1604,770,131.9,13,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Jammu-&-Kashmir,12/2018,AASRA,1509,78,205.49,23,"{""region_coordinator"": ""A"", ""notes"": ""camp in rural area""}"
Jammu & Kashmir,01/2019,Vandrevala Foundation,991,174,36.02,48,"{""region_coordinator"": ""B"", ""notes"": ""covered schools""}"
Jbmmu & Kashmir,02/2019,Vandrevala Foundation,1221,477,197.56,45,"{""region_coordinator"": ""A"", ""notes"": null}"
JAMMU & KASHMIR,03/2019,Samaritans,854,317,76.87,17,"{'region_coordinator': 'B', 'notes': None}"
jammu & kashmir,04/2019,Snehi,369,87,163.44,1,"{'region_coordinator': 'B', 'notes': 'camp in rural area'}"
Jammu-&-Kashmir,05/2019,iCALL,352,273,109.01,1,"{""region_coordinator"": ""A"", ""notes"": null}"
Jammu-&-Kashmir,06/2019,AASRA,470,265,176.33,35,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Jammu-&-Kashmir,07/2019,iCALL,1711,1451,234.57,32,"{'region_coordinator': 'A', 'notes': 'covered schools'}"
Jammu&Kashmir,08/2019,iCALL,974,78,216.85,17,"{""region_coordinator"": ""D"", ""notes"": ""covered schools""}"
Jammu&Kashmir,09/2019,AASRA,505,71,153.14,29,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
jammu & kashmir,10/2019,Vandrevala Foundation,498,51,88.7,33,"{'region_coordinator': 'C', 'notes': 'camp in rural area'}"
Jammu-&-Kashmir,11/2019,Vandrevala Foundation,52,43,206.87,31,"{""region_coordinator"": ""C"", ""notes"": null}"
Jammu&Kashmir,12/2019,AASRA,310,206,83.04,22,"{""region_coordinator"": ""C"", ""notes"": ""camp in rural area""}"
Jammu&Kashmir,01/2020,Vandrevala Foundation,273,155,49.06,31,"{""region_coordinator"": ""D"", ""notes"": """"}"
Jammu-&-Kashmir,02/2020,Vandrevala Foundation,856k,495,248.64,18,"{""region_coordinator"": ""C"", ""notes"": """"}"
Jammu & Kashmir,2020-03,Vandrevala Foundation,1102,307,264.5,37,"{'region_coordinator': 'D', 'notes': 'camp in rural area'}"
Jammu&Kashmir,04/2020,iCALL,1593,1176,111.42,39,"{'region_coordinator': 'D', 'notes': 'covered schools'}"
Jammu-&-Kashmir,05/2020,Snehi,369,282,14.23,49,"{'region_coordinator': 'B', 'notes': 'covered schools'}"
