State,Year,Facility_Type,Count,Facility_Details
ArunachalPradesh,2012,NGO Center,32,"[{""name"": ""NGO Center_Arunachal Pradesh_2012_0"", ""beds"": 36, ""psychiatrists"": 0, ""counselors"": 10}, {""name"": ""NGO Center_Arunachal Pradesh_2012_1"", ""beds"": 127, ""psychiatrists"": 2, ""counselors"": 9}, {""name"": ""NGO Center_Arunachal Pradesh_2012_2"", ""beds"": 123, ""psychiatrists"": 0, ""counselors"": 17}]"
ArunachalPradesh,2012,Teletherapy Service,27,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2012_0"", ""beds"": 189, ""psychiatrists"": 1, ""counselors"": 9}]"
Arunachal Pradesh,2013,Hospital,40,
arunachal pradesh,2013,Mental Health Clinic,42,"[{""name"": ""Mental Health Clinic_Arunachal Pradesh_2013_0"", ""beds"": 111, ""psychiatrists"": 3, ""counselors"": 10}, {""name"": ""Mental Health Clinic_Arunachal Pradesh_2013_1"", ""beds"": 94, ""psychiatrists"": 5, ""counselors"": 16}, {""name"": ""Mental Health Clinic_Arunachal Pradesh_2013_2"", ""beds"": 150, ""psychiatrists"": 4, ""counselors"": 15}]"
Arunachal-Pradesh,2013,Rehab Center,48,
Arunachal-Pradesh,2013,NGO Center,6,
Arunachal-Pradesh,2013,Teletherapy Service,3,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2013_0"", ""beds"": 132, ""psychiatrists"": 7, ""counselors"": 14}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2013_1"", ""beds"": 200, ""psychiatrists"": 0, ""counselors"": 5}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2013_2"", ""beds"": 150, ""psychiatrists"": 8, ""counselors"": 20}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2013_3"", ""beds"": 161, ""psychiatrists"": 9, ""counselors"": 3}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2013_4"", ""beds"": 130, ""psychiatrists"": 5, ""counselors"": 0}]"
Arunachal-Pradesh,2014,Hospital,36,
ARUNACHAL PRADESH,2014,Mental Health Clinic,7,"[{""name"": ""Mental Health Clinic_Arunachal Pradesh_2014_0"", ""beds"": 9, ""psychiatrists"": 0, ""counselors"": 4}, {""name"": ""Mental Health Clinic_Arunachal Pradesh_2014_1"", ""beds"": 134, ""psychiatrists"": 0, ""counselors"": 10}]"
ARUNACHAL PRADESH,2014,Rehab Center,35,"[{'name': 'Rehab Center_Arunachal Pradesh_2014_0', 'beds': 86, 'psychiatrists': 0, 'counselors': 2}, {'name': 'Rehab Center_Arunachal Pradesh_2014_1', 'beds': 195, 'psychiatrists': 8, 'counselors': 20}, {'name': 'Rehab Center_Arunachal Pradesh_2014_2', 'beds': 46, 'psychiatrists': 8, 'counselors': 8}, {'name': 'Rehab Center_Arunachal Pradesh_2014_3', 'beds': 123, 'psychiatrists': 1, 'counselors': 4}, {'name': 'Rehab Center_Arunachal Pradesh_2014_4', 'beds': 26, 'psychiatrists': 9, 'counselors': 15}]"
Arunachal-Pradesh,2014,NGO Center,46,
Arunachal Pradesh,2014,Teletherapy Service,1,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2014_0"", ""beds"": 56, ""psychiatrists"": 7, ""counselors"": 10}]"
ArunachalPradesh,2015,Hospital,1,"[{""name"": ""Hospital_Arunachal Pradesh_2015_0"", ""beds"": 131, ""psychiatrists"": 5, ""counselors"": 2}]"
Arunachal-Pradesh,2015,Mental Health Clinic,38,
ArunachalPradesh,2015,Rehab Center,21,"[{""name"": ""Rehab Center_Arunachal Pradesh_2015_0"", ""beds"": 95, ""psychiatrists"": 10, ""counselors"": 2}, {""name"": ""Rehab Center_Arunachal Pradesh_2015_1"", ""beds"": 110, ""psychiatrists"": 4, ""counselors"": 8}, {""name"": ""Rehab Center_Arunachal Pradesh_2015_2"", ""beds"": 57, ""psychiatrists"": 4, ""counselors"": 14}, {""name"": ""Rehab Center_Arunachal Pradesh_2015_3"", ""beds"": 69, ""psychiatrists"": 9, ""counselors"": 8}, {""name"": ""Rehab Center_Arunachal Pradesh_2015_4"", ""beds"": 176, ""psychiatrists"": 1, ""counselors"": 11}]"
Arunachal Pradesh,2015,NGO Center,18,"[{""name"": ""NGO Center_Arunachal Pradesh_2015_0"", ""beds"": 45, ""psychiatrists"": 7, ""counselors"": 15}, {""name"": ""NGO Center_Arunachal Pradesh_2015_1"", ""beds"": 60, ""psychiatrists"": 3, ""counselors"": 5}]"
ArunachalPradesh,2015,Teletherapy Service,12,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2015_0"", ""beds"": 47, ""psychiatrists"": 10, ""counselors"": 8}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2015_1"", ""beds"": 140, ""psychiatrists"": 8, ""counselors"": 9}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2015_2"", ""beds"": 31, ""psychiatrists"": 4, ""counselors"": 13}]"
Arunachal Pradesh,2016,Hospital,8,"[{'name': 'Hospital_Arunachal Pradesh_2016_0', 'beds': 176, 'psychiatrists': 4, 'counselors': 4}, {'name': 'Hospital_Arunachal Pradesh_2016_1', 'beds': 102, 'psychiatrists': 10, 'counselors': 4}, {'name': 'Hospital_Arunachal Pradesh_2016_2', 'beds': 141, 'psychiatrists': 9, 'counselors': 20}]"
arunachal pradesh,2016,Mental Health Clinic,14,"[{'name': 'Mental Health Clinic_Arunachal Pradesh_2016_0', 'beds': 180, 'psychiatrists': 8, 'counselors': 4}]"
ARUNACHAL PRADESH,2016,Rehab Center,32,
Arunachal-Pradesh,2016,NGO Center,8,"[{'name': 'NGO Center_Arunachal Pradesh_2016_0', 'beds': 154, 'psychiatrists': 4, 'counselors': 18}, {'name': 'NGO Center_Arunachal Pradesh_2016_1', 'beds': 195, 'psychiatrists': 2, 'counselors': 14}, {'name': 'NGO Center_Arunachal Pradesh_2016_2', 'beds': 45, 'psychiatrists': 3, 'counselors': 19}, {'name': 'NGO Center_Arunachal Pradesh_2016_3', 'beds': 145, 'psychiatrists': 6, 'counselors': 15}]"
arunachal pradesh,2016,Teletherapy Service,0,
Arunachal Pradesh,2017,Hospital,22,"[{""name"": ""Hospital_Arunachal Pradesh_2017_0"", ""beds"": 159, ""psychiatrists"": 9, ""counselors"": 18}, {""name"": ""Hospital_Arunachal Pradesh_2017_1"", ""beds"": 106, ""psychiatrists"": 4, ""counselors"": 14}, {""name"": ""Hospital_Arunachal Pradesh_2017_2"", ""beds"": 2, ""psychiatrists"": 9, ""counselors"": 17}, {""name"": ""Hospital_Arunachal Pradesh_2017_3"", ""beds"": 22, ""psychiatrists"": 7, ""counselors"": 1}]"
ARUNACHAL PRADESH,2017,Mental Health Clinic,7,"[{'name': 'Mental Health Clinic_Arunachal Pradesh_2017_0', 'beds': 83, 'psychiatrists': 0, 'counselors': 13}, {'name': 'Mental Health Clinic_Arunachal Pradesh_2017_1', 'beds': 177, 'psychiatrists': 2, 'counselors': 2}, {'name': 'Mental Health Clinic_Arunachal Pradesh_2017_2', 'beds': 98, 'psychiatrists': 1, 'counselors': 2}, {'name': 'Mental Health Clinic_Arunachal Pradesh_2017_3', 'beds': 114, 'psychiatrists': 5, 'counselors': 2}, {'name': 'Mental Health Clinic_Arunachal Pradesh_2017_4', 'beds': 96, 'psychiatrists': 3, 'counselors': 7}]"
ArunachalPradesh,2017,Rehab Center,8,"[{'name': 'Rehab Center_Arunachal Pradesh_2017_0', 'beds': 199, 'psychiatrists': 3, 'counselors': 13}, {'name': 'Rehab Center_Arunachal Pradesh_2017_1', 'beds': 65, 'psychiatrists': 2, 'counselors': 0}]"
arunachal pradesh,2017,NGO Center,20,"[{""name"": ""NGO Center_Arunachal Pradesh_2017_0"", ""beds"": 107, ""psychiatrists"": 9, ""counselors"": 15}, {""name"": ""NGO Center_Arunachal Pradesh_2017_1"", ""beds"": 173, ""psychiatrists"": 8, ""counselors"": 8}, {""name"": ""NGO Center_Arunachal Pradesh_2017_2"", ""beds"": 186, ""psychiatrists"": 8, ""counselors"": 6}]"
Arunachal-Pradesh,2017,Teletherapy Service,37,
ARUNACHAL PRADESH,2018,Hospital,32,"[{'name': 'Hospital_Arunachal Pradesh_2018_0', 'beds': 7, 'psychiatrists': 5, 'counselors': 19}, {'name': 'Hospital_Arunachal Pradesh_2018_1', 'beds': 167, 'psychiatrists': 6, 'counselors': 19}, {'name': 'Hospital_Arunachal Pradesh_2018_2', 'beds': 100, 'psychiatrists': 9, 'counselors': 13}, {'name': 'Hospital_Arunachal Pradesh_2018_3', 'beds': 36, 'psychiatrists': 1, 'counselors': 2}, {'name': 'Hospital_Arunachal Pradesh_2018_4', 'beds': 112, 'psychiatrists': 2, 'counselors': 10}]"
Arunachal-Pradesh,2018,Mental Health Clinic,20,"[{""name"": ""Mental Health Clinic_Arunachal Pradesh_2018_0"", ""beds"": 73, ""psychiatrists"": 7, ""counselors"": 12}, {""name"": ""Mental Health Clinic_Arunachal Pradesh_2018_1"", ""beds"": 186, ""psychiatrists"": 4, ""counselors"": 0}]"
ARUNACHAL PRADESH,2018,Rehab Center,13,
Arunachal Pradesh,2018,NGO Center,16,"[{""name"": ""NGO Center_Arunachal Pradesh_2018_0"", ""beds"": 183, ""psychiatrists"": 1, ""counselors"": 7}, {""name"": ""NGO Center_Arunachal Pradesh_2018_1"", ""beds"": 79, ""psychiatrists"": 3, ""counselors"": 3}]"
ArunachalPradesh,2018,Teletherapy Service,6,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2018_0"", ""beds"": 26, ""psychiatrists"": 8, ""counselors"": 0}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2018_1"", ""beds"": 200, ""psychiatrists"": 10, ""counselors"": 20}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2018_2"", ""beds"": 95, ""psychiatrists"": 9, ""counselors"": 3}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2018_3"", ""beds"": 13, ""psychiatrists"": 7, ""counselors"": 0}]"
ArunachalPradesh,2019,Hospital,20,"[{'name': 'Hospital_Arunachal Pradesh_2019_0', 'beds': 77, 'psychiatrists': 3, 'counselors': 17}, {'name': 'Hospital_Arunachal Pradesh_2019_1', 'beds': 112, 'psychiatrists': 10, 'counselors': 10}]"
Arunachal Pradesh,2019,Mental Health Clinic,43,
ARUNACHAL PRADESH,2019,Rehab Center,3,
ArunachalPradesh,2019,NGO Center,21,"[{""name"": ""NGO Center_Arunachal Pradesh_2019_0"", ""beds"": 157, ""psychiatrists"": 6, ""counselors"": 8}]"
Arunachal-Pradesh,2019,Teletherapy Service,22,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2019_0"", ""beds"": 125, ""psychiatrists"": 8, ""counselors"": 7}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2019_1"", ""beds"": 154, ""psychiatrists"": 2, ""counselors"": 0}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2019_2"", ""beds"": 75, ""psychiatrists"": 9, ""counselors"": 7}]"
ARUNACHAL PRADESH,2020,Hospital,3,"[{""name"": ""Hospital_Arunachal Pradesh_2020_0"", ""beds"": 36, ""psychiatrists"": 2, ""counselors"": 10}, {""name"": ""Hospital_Arunachal Pradesh_2020_1"", ""beds"": 112, ""psychiatrists"": 8, ""counselors"": 17}]"
Arunachal Pradesh,2020,Mental Health Clinic,7,"[{'name': 'Mental Health Clinic_Arunachal Pradesh_2020_0', 'beds': 166, 'psychiatrists': 1, 'counselors': 13}]"
Arunachal-Pradesh,2020,Rehab Center,26,"[{""name"": ""Rehab Center_Arunachal Pradesh_2020_0"", ""beds"": 98, ""psychiatrists"": 10, ""counselors"": 14}, {""name"": ""Rehab Center_Arunachal Pradesh_2020_1"", ""beds"": 84, ""psychiatrists"": 3, ""counselors"": 8}, {""name"": ""Rehab Center_Arunachal Pradesh_2020_2"", ""beds"": 64, ""psychiatrists"": 7, ""counselors"": 11}, {""name"": ""Rehab Center_Arunachal Pradesh_2020_3"", ""beds"": 103, ""psychiatrists"": 1, ""counselors"": 19}]"
ArunachalPradesh,2020,NGO Center,11,"[{""name"": ""NGO Center_Arunachal Pradesh_2020_0"", ""beds"": 97, ""psychiatrists"": 1, ""counselors"": 8}]"
ARUNACHAL PRADESH,2020,Teletherapy Service,36,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2020_0"", ""beds"": 173, ""psychiatrists"": 0, ""counselors"": 7}]"
ArunachalPradesh,2021,Hospital,25,"[{""name"": ""Hospital_Arunachal Pradesh_2021_0"", ""beds"": 31, ""psychiatrists"": 4, ""counselors"": 1}, {""name"": ""Hospital_Arunachal Pradesh_2021_1"", ""beds"": 70, ""psychiatrists"": 8, ""counselors"": 2}, {""name"": ""Hospital_Arunachal Pradesh_2021_2"", ""beds"": 157, ""psychiatrists"": 6, ""counselors"": 6}, {""name"": ""Hospital_Arunachal Pradesh_2021_3"", ""beds"": 131, ""psychiatrists"": 8, ""counselors"": 7}]"
Arunachal-Pradesh,2021,Mental Health Clinic,20,"[{'name': 'Mental Health Clinic_Arunachal Pradesh_2021_0', 'beds': 116, 'psychiatrists': 5, 'counselors': 18}, {'name': 'Mental Health Clinic_Arunachal Pradesh_2021_1', 'beds': 125, 'psychiatrists': 5, 'counselors': 4}, {'name': 'Mental Health Clinic_Arunachal Pradesh_2021_2', 'beds': 113, 'psychiatrists': 6, 'counselors': 7}, {'name': 'Mental Health Clinic_Arunachal Pradesh_2021_3', 'beds': 191, 'psychiatrists': 4, 'counselors': 17}, {'name': 'Mental Health Clinic_Arunachal Pradesh_2021_4', 'beds': 104, 'psychiatrists': 7, 'counselors': 17}]"
ARUNACHAL PRADESH,2021,Rehab Center,31,"[{""name"": ""Rehab Center_Arunachal Pradesh_2021_0"", ""beds"": 73, ""psychiatrists"": 4, ""counselors"": 15}, {""name"": ""Rehab Center_Arunachal Pradesh_2021_1"", ""beds"": 91, ""psychiatrists"": 2, ""counselors"": 15}]"
arunachal pradesh,2021,NGO Center,0,"[{""name"": ""NGO Center_Arunachal Pradesh_2021_0"", ""beds"": 124, ""psychiatrists"": 9, ""counselors"": 2}]"
ARUNACHAL PRADESH,2021,Teletherapy Service,14,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2021_0"", ""beds"": 27, ""psychiatrists"": 1, ""counselors"": 10}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2021_1"", ""beds"": 131, ""psychiatrists"": 9, ""counselors"": 1}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2021_2"", ""beds"": 140, ""psychiatrists"": 7, ""counselors"": 9}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2021_3"", ""beds"": 28, ""psychiatrists"": 1, ""counselors"": 13}]"
Arunachal-Pradesh,2022,Hospital,19,"[{""name"": ""Hospital_Arunachal Pradesh_2022_0"", ""beds"": 98, ""psychiatrists"": 10, ""counselors"": 1}, {""name"": ""Hospital_Arunachal Pradesh_2022_1"", ""beds"": 55, ""psychiatrists"": 1, ""counselors"": 14}]"
Arunachal Prjdesh,2022,Mental Health Clinic,0,
arunachal pradesh,2022,Rehab Center,27,
ArunachalPradesh,2022,NGO Center,12,"[{""name"": ""NGO Center_Arunachal Pradesh_2022_0"", ""beds"": 136, ""psychiatrists"": 3, ""counselors"": 2}, {""name"": ""NGO Center_Arunachal Pradesh_2022_1"", ""beds"": 7, ""psychiatrists"": 10, ""counselors"": 4}, {""name"": ""NGO Center_Arunachal Pradesh_2022_2"", ""beds"": 188, ""psychiatrists"": 1, ""counselors"": 9}]"
arunachal pradesh,2022,Teletherapy Service,24,"[{""name"": ""Teletherapy Service_Arunachal Pradesh_2022_0"", ""beds"": 100, ""psychiatrists"": 10, ""counselors"": 6}, {""name"": ""Teletherapy Service_Arunachal Pradesh_2022_1"", ""beds"": 196, ""psychiatrists"": 5, ""counselors"": 4}]"
delhi,2010,Hospital,43,"[{""name"": ""Hospital_Delhi_2010_0"", ""beds"": 194, ""psychiatrists"": 2, ""counselors"": 7}, {""name"": ""Hospital_Delhi_2010_1"", ""beds"": 48, ""psychiatrists"": 0, ""counselors"": 13}, {""name"": ""Hospital_Delhi_2010_2"", ""beds"": 79, ""psychiatrists"": 2, ""counselors"": 4}]"
Delhi,2010,Mental Health Clinic,32,"[{""name"": ""Mental Health Clinic_Delhi_2010_0"", ""beds"": 51, ""psychiatrists"": 7, ""counselors"": 10}, {""name"": ""Mental Health Clinic_Delhi_2010_1"", ""beds"": 162, ""psychiatrists"": 10, ""counselors"": 14}]"
Delhi,2010,Rehab Center,33,"[{""name"": ""Rehab Center_Delhi_2010_0"", ""beds"": 32, ""psychiatrists"": 3, ""counselors"": 9}, {""name"": ""Rehab Center_Delhi_2010_1"", ""beds"": 84, ""psychiatrists"": 5, ""counselors"": 14}, {""name"": ""Rehab Center_Delhi_2010_2"", ""beds"": 94, ""psychiatrists"": 9, ""counselors"": 9}]"
Delhi,2010,NGO Center,22,
DELHI,2010,Teletherapy Service,40,
Delhi,2011,Hospital,4,"[{""name"": ""Hospital_Delhi_2011_0"", ""beds"": 123, ""psychiatrists"": 5, ""counselors"": 9}, {""name"": ""Hospital_Delhi_2011_1"", ""beds"": 56, ""psychiatrists"": 6, ""counselors"": 15}]"
Delhi,2011,Mental Health Clinic,27,
Delhi,2011,Rehab Center,3,"[{""name"": ""Rehab Center_Delhi_2011_0"", ""beds"": 13, ""psychiatrists"": 9, ""counselors"": 0}, {""name"": ""Rehab Center_Delhi_2011_1"", ""beds"": 134, ""psychiatrists"": 8, ""counselors"": 19}, {""name"": ""Rehab Center_Delhi_2011_2"", ""beds"": 130, ""psychiatrists"": 7, ""counselors"": 9}]"
delhi,2011,NGO Center,19,
Delhi,2011,Teletherapy Service,16,"[{""name"": ""Teletherapy Service_Delhi_2011_0"", ""beds"": 191, ""psychiatrists"": 7, ""counselors"": 16}, {""name"": ""Teletherapy Service_Delhi_2011_1"", ""beds"": 20, ""psychiatrists"": 6, ""counselors"": 9}, {""name"": ""Teletherapy Service_Delhi_2011_2"", ""beds"": 124, ""psychiatrists"": 1, ""counselors"": 1}, {""name"": ""Teletherapy Service_Delhi_2011_3"", ""beds"": 98, ""psychiatrists"": 1, ""counselors"": 4}]"
Delhi,2012,Hospital,29,"[{""name"": ""Hospital_Delhi_2012_0"", ""beds"": 73, ""psychiatrists"": 5, ""counselors"": 1}, {""name"": ""Hospital_Delhi_2012_1"", ""beds"": 73, ""psychiatrists"": 3, ""counselors"": 19}, {""name"": ""Hospital_Delhi_2012_2"", ""beds"": 66, ""psychiatrists"": 9, ""counselors"": 2}, {""name"": ""Hospital_Delhi_2012_3"", ""beds"": 66, ""psychiatrists"": 2, ""counselors"": 18}]"
delhi,2012,Mental Health Clinic,42,"[{'name': 'Mental Health Clinic_Delhi_2012_0', 'beds': 34, 'psychiatrists': 4, 'counselors': 9}]"
delhi,2012,Rehab Center,0,"[{""name"": ""Rehab Center_Delhi_2012_0"", ""beds"": 82, ""psychiatrists"": 9, ""counselors"": 12}, {""name"": ""Rehab Center_Delhi_2012_1"", ""beds"": 104, ""psychiatrists"": 1, ""counselors"": 13}, {""name"": ""Rehab Center_Delhi_2012_2"", ""beds"": 156, ""psychiatrists"": 10, ""counselors"": 0}, {""name"": ""Rehab Center_Delhi_2012_3"", ""beds"": 143, ""psychiatrists"": 4, ""counselors"": 13}]"
Delhi,2012,NGO Center,17,
DELHI,2012,Teletherapy Service,35,
DELHI,2013,Hospital,6,"[{""name"": ""Hospital_Delhi_2013_0"", ""beds"": 44, ""psychiatrists"": 3, ""counselors"": 13}]"
Delhi,2013,Mental Health Clinic,6,
Delhi,2013,Rehab Center,4,"[{""name"": ""Rehab Center_Delhi_2013_0"", ""beds"": 3, ""psychiatrists"": 8, ""counselors"": 15}]"
DELHI,2013,NGO Center,34,"[{""name"": ""NGO Center_Delhi_2013_0"", ""beds"": 50, ""psychiatrists"": 8, ""counselors"": 3}, {""name"": ""NGO Center_Delhi_2013_1"", ""beds"": 45, ""psychiatrists"": 1, ""counselors"": 19}, {""name"": ""NGO Center_Delhi_2013_2"", ""beds"": 131, ""psychiatrists"": 2, ""counselors"": 1}]"
Delhi,2013,Teletherapy Service,50,"[{""name"": ""Teletherapy Service_Delhi_2013_0"", ""beds"": 170, ""psychiatrists"": 10, ""counselors"": 13}, {""name"": ""Teletherapy Service_Delhi_2013_1"", ""beds"": 114, ""psychiatrists"": 9, ""counselors"": 0}, {""name"": ""Teletherapy Service_Delhi_2013_2"", ""beds"": 41, ""psychiatrists"": 0, ""counselors"": 7}, {""name"": ""Teletherapy Service_Delhi_2013_3"", ""beds"": 85, ""psychiatrists"": 10, ""counselors"": 12}]"
delhi,2014,Hospital,36,"[{""name"": ""Hospital_Delhi_2014_0"", ""beds"": 8, ""psychiatrists"": 5, ""counselors"": 4}, {""name"": ""Hospital_Delhi_2014_1"", ""beds"": 151, ""psychiatrists"": 6, ""counselors"": 17}, {""name"": ""Hospital_Delhi_2014_2"", ""beds"": 180, ""psychiatrists"": 7, ""counselors"": 15}, {""name"": ""Hospital_Delhi_2014_3"", ""beds"": 11, ""psychiatrists"": 1, ""counselors"": 14}, {""name"": ""Hospital_Delhi_2014_4"", ""beds"": 164, ""psychiatrists"": 9, ""counselors"": 20}]"
Delhi,2014,Mental Health Clinic,27,"[{""name"": ""Mental Health Clinic_Delhi_2014_0"", ""beds"": 184, ""psychiatrists"": 2, ""counselors"": 1}, {""name"": ""Mental Health Clinic_Delhi_2014_1"", ""beds"": 117, ""psychiatrists"": 1, ""counselors"": 15}, {""name"": ""Mental Health Clinic_Delhi_2014_2"", ""beds"": 72, ""psychiatrists"": 5, ""counselors"": 12}, {""name"": ""Mental Health Clinic_Delhi_2014_3"", ""beds"": 62, ""psychiatrists"": 7, ""counselors"": 16}, {""name"": ""Mental Health Clinic_Delhi_2014_4"", ""beds"": 181, ""psychiatrists"": 8, ""counselors"": 6}]"
Delhi,2014,Rehab Center,14,"[{""name"": ""Rehab Center_Delhi_2014_0"", ""beds"": 181, ""psychiatrists"": 4, ""counselors"": 20}, {""name"": ""Rehab Center_Delhi_2014_1"", ""beds"": 173, ""psychiatrists"": 7, ""counselors"": 19}]"
Delhi,2014,NGO Center,13,"[{'name': 'NGO Center_Delhi_2014_0', 'beds': 19, 'psychiatrists': 9, 'counselors': 0}, {'name': 'NGO Center_Delhi_2014_1', 'beds': 8, 'psychiatrists': 4, 'counselors': 7}, {'name': 'NGO Center_Delhi_2014_2', 'beds': 109, 'psychiatrists': 9, 'counselors': 12}, {'name': 'NGO Center_Delhi_2014_3', 'beds': 85, 'psychiatrists': 5, 'counselors': 8}, {'name': 'NGO Center_Delhi_2014_4', 'beds': 4, 'psychiatrists': 0, 'counselors': 20}]"
Delhi,2014,Teletherapy Service,49,"[{""name"": ""Teletherapy Service_Delhi_2014_0"", ""beds"": 180, ""psychiatrists"": 9, ""counselors"": 13}, {""name"": ""Teletherapy Service_Delhi_2014_1"", ""beds"": 151, ""psychiatrists"": 6, ""counselors"": 12}, {""name"": ""Teletherapy Service_Delhi_2014_2"", ""beds"": 188, ""psychiatrists"": 4, ""counselors"": 17}, {""name"": ""Teletherapy Service_Delhi_2014_3"", ""beds"": 191, ""psychiatrists"": 5, ""counselors"": 5}, {""name"": ""Teletherapy Service_Delhi_2014_4"", ""beds"": 90, ""psychiatrists"": 6, ""counselors"": 15}]"
delhi,2015,Hospital,38,"[{'name': 'Hospital_Delhi_2015_0', 'beds': 107, 'psychiatrists': 10, 'counselors': 18}, {'name': 'Hospital_Delhi_2015_1', 'beds': 150, 'psychiatrists': 4, 'counselors': 10}, {'name': 'Hospital_Delhi_2015_2', 'beds': 168, 'psychiatrists': 9, 'counselors': 18}]"
delhi,2015,Mental Health Clinic,8,"[{""name"": ""Mental Health Clinic_Delhi_2015_0"", ""beds"": 38, ""psychiatrists"": 0, ""counselors"": 2}, {""name"": ""Mental Health Clinic_Delhi_2015_1"", ""beds"": 142, ""psychiatrists"": 3, ""counselors"": 13}, {""name"": ""Mental Health Clinic_Delhi_2015_2"", ""beds"": 197, ""psychiatrists"": 2, ""counselors"": 15}, {""name"": ""Mental Health Clinic_Delhi_2015_3"", ""beds"": 40, ""psychiatrists"": 0, ""counselors"": 14}]"
Delhi,2015,Rehab Center,29,
DELHI,2015,NGO Center,11,"[{""name"": ""NGO Center_Delhi_2015_0"", ""beds"": 58, ""psychiatrists"": 3, ""counselors"": 10}]"
delhi,2015,Teletherapy Service,50,"[{""name"": ""Teletherapy Service_Delhi_2015_0"", ""beds"": 175, ""psychiatrists"": 5, ""counselors"": 20}, {""name"": ""Teletherapy Service_Delhi_2015_1"", ""beds"": 60, ""psychiatrists"": 4, ""counselors"": 4}, {""name"": ""Teletherapy Service_Delhi_2015_2"", ""beds"": 71, ""psychiatrists"": 10, ""counselors"": 9}, {""name"": ""Teletherapy Service_Delhi_2015_3"", ""beds"": 82, ""psychiatrists"": 5, ""counselors"": 3}]"
delhi,2016,Hospital,33,"[{'name': 'Hospital_Delhi_2016_0', 'beds': 100, 'psychiatrists': 1, 'counselors': 19}, {'name': 'Hospital_Delhi_2016_1', 'beds': 27, 'psychiatrists': 6, 'counselors': 2}, {'name': 'Hospital_Delhi_2016_2', 'beds': 59, 'psychiatrists': 6, 'counselors': 12}, {'name': 'Hospital_Delhi_2016_3', 'beds': 66, 'psychiatrists': 1, 'counselors': 1}, {'name': 'Hospital_Delhi_2016_4', 'beds': 54, 'psychiatrists': 6, 'counselors': 0}]"
delhi,2016,Mental Health Clinic,16,
Delhi,2016,Rehab Center,6,
Delhi,2016,NGO Center,38,"[{""name"": ""NGO Center_Delhi_2016_0"", ""beds"": 127, ""psychiatrists"": 0, ""counselors"": 6}]"
DELHI,2016,Teletherapy Service,1,"[{'name': 'Teletherapy Service_Delhi_2016_0', 'beds': 120, 'psychiatrists': 6, 'counselors': 0}, {'name': 'Teletherapy Service_Delhi_2016_1', 'beds': 139, 'psychiatrists': 10, 'counselors': 10}, {'name': 'Teletherapy Service_Delhi_2016_2', 'beds': 13, 'psychiatrists': 9, 'counselors': 5}, {'name': 'Teletherapy Service_Delhi_2016_3', 'beds': 177, 'psychiatrists': 6, 'counselors': 7}]"
DELHI,2017,Hospital,47,"[{""name"": ""Hospital_Delhi_2017_0"", ""beds"": 75, ""psychiatrists"": 6, ""counselors"": 16}]"
Delhi,2017,Mental Health Clinic,46,"[{""name"": ""Mental Health Clinic_Delhi_2017_0"", ""beds"": 56, ""psychiatrists"": 5, ""counselors"": 9}, {""name"": ""Mental Health Clinic_Delhi_2017_1"", ""beds"": 190, ""psychiatrists"": 5, ""counselors"": 4}, {""name"": ""Mental Health Clinic_Delhi_2017_2"", ""beds"": 49, ""psychiatrists"": 5, ""counselors"": 12}, {""name"": ""Mental Health Clinic_Delhi_2017_3"", ""beds"": 81, ""psychiatrists"": 4, ""counselors"": 15}]"
Delhi,2017,Rehab Center,44,"[{'name': 'Rehab Center_Delhi_2017_0', 'beds': 71, 'psychiatrists': 8, 'counselors': 16}, {'name': 'Rehab Center_Delhi_2017_1', 'beds': 72, 'psychiatrists': 3, 'counselors': 12}, {'name': 'Rehab Center_Delhi_2017_2', 'beds': 155, 'psychiatrists': 7, 'counselors': 6}, {'name': 'Rehab Center_Delhi_2017_3', 'beds': 132, 'psychiatrists': 2, 'counselors': 13}]"
Delhi,2017,NGO Center,9,"[{'name': 'NGO Center_Delhi_2017_0', 'beds': 67, 'psychiatrists': 2, 'counselors': 18}, {'name': 'NGO Center_Delhi_2017_1', 'beds': 32, 'psychiatrists': 5, 'counselors': 14}]"
