State,Year,Cause,Number_of_Cases,Cause_Details
Meghalaya,2009,Addiction,45,"{'<18': 5, '18-25': 12, '26-35': 5, '36-45': 4, '46-60': 3, '60+': 3}"
Meghalaya,2009,Chronic Illness,38,"{""<18"": 11, ""18-25"": 8, ""26-35"": 4, ""36-45"": 5, ""46-60"": 5, ""60+"": 3}"
Meghalaya,2009,Unemployment,35,"{""<18"": 2, ""18-25"": 4, ""26-35"": 5, ""36-45"": 11, ""46-60"": 5, ""60+"": 6}"
Meghalaya,2009,Work Pressure,35,"{""<18"": 2, ""18-25"": 4, ""26-35"": 7, ""36-45"": 4, ""46-60"": 3, ""60+"": 5}"
Meghalaya,2009,Unknown,44,"{""<18"": 9, ""18-25"": 9, ""26-35"": 8, ""36-45"": 3, ""46-60"": 4, ""60+"": 5}"
Meghalaya,2009,Natural Causes,34,"{""<18"": 6, ""18-25"": 6, ""26-35"": 3, ""36-45"": 6, ""46-60"": 3, ""60+"": 5}"
Meghalaya,2010,Family Issues,36,"{""<18"": 7, ""18-25"": 7, ""26-35"": 5, ""36-45"": 12, ""46-60"": 3, ""60+"": 2}"
Meghalaya,2010,Financial Crisis,33,"{""<18"": 5, ""18-25"": 1, ""26-35"": 9, ""36-45"": 8, ""46-60"": 4, ""60+"": 2}"
Meghalaya,2010,Mental Illness,36,"{""<18"": 9, ""18-25"": 5, ""26-35"": 5, ""36-45"": 4, ""46-60"": 6, ""60+"": 5}"
Meghalaya,2010,Relationship Issues,42,"{""<18"": 6, ""18-25"": 6, ""26-35"": 3, ""36-45"": 2, ""46-60"": 3, ""60+"": 5}"
Meghalaya,2010,Exam Stress,41,"{""<18"": 4, ""18-25"": 2, ""26-35"": 1, ""36-45"": 4, ""46-60"": 5, ""60+"": 5}"
Meghalaya,2010,Addiction,41,"{""<18"": 6, ""18-25"": 3, ""26-35"": 7, ""36-45"": 2, ""46-60"": 6, ""60+"": 7}"
Meghalaya,2010,Chronic Illness,36,"{""<18"": 7, ""18-25"": 5, ""26-35"": 7, ""36-45"": 5, ""46-60"": 0, ""60+"": 7}"
Meghalaya,2010,Unemployment,35,"{'<18': 8, '18-25': 6, '26-35': 6, '36-45': 10, '46-60': 6, '60+': 4}"
Meghalaya,2010,Work Pressure,36,"{'<18': 5, '18-25': 5, '26-35': 3, '36-45': 5, '46-60': 6, '60+': 2}"
Meghalaya,2010,Unknown,37,"{'<18': 1, '18-25': 6, '26-35': 9, '36-45': 3, '46-60': 4, '60+': 4}"
Meghalaya,2010,Natural Causes,38,"{""<18"": 7, ""18-25"": 2, ""26-35"": 4, ""36-45"": 3, ""46-60"": 6, ""60+"": 8}"
Meghalaya,2011,Family Issues,39,"{""<18"": 6, ""18-25"": 5, ""26-35"": 7, ""36-45"": 3, ""46-60"": 0, ""60+"": 4}"
Meghalaya,2011,Financial Crisis,45,"{'<18': 3, '18-25': 7, '26-35': 2, '36-45': 5, '46-60': 4, '60+': 8}"
Meghalaya,2011,Mental Illness,31,"{""<18"": 4, ""18-25"": 5, ""26-35"": 6, ""36-45"": 8, ""46-60"": 4, ""60+"": 5}"
Meghalaya,2011,Relationship Issues,40,"{""<18"": 10, ""18-25"": 6, ""26-35"": 4, ""36-45"": 5, ""46-60"": 6, ""60+"": 7}"
Meghalaya,2011,Exam Stress,48,"{""<18"": 4, ""18-25"": 3, ""26-35"": 5, ""36-45"": 1, ""46-60"": 4, ""60+"": 10}"
Meghalaya,2011,Addiction,36,"{""<18"": 0, ""18-25"": 5, ""26-35"": 8, ""36-45"": 1, ""46-60"": 11, ""60+"": 3}"
Meghalaya,2011,Chronic Illness,41,"{""<18"": 3, ""18-25"": 10, ""26-35"": 2, ""36-45"": 3, ""46-60"": 2, ""60+"": 8}"
Meghalaya,2011,Unemployment,50,"{""<18"": 6, ""18-25"": 6, ""26-35"": 3, ""36-45"": 8, ""46-60"": 3, ""60+"": 8}"
Meghalaya,2011,Work Pressurz,46,"{""<18"": 2, ""18-25"": 7, ""26-35"": 7, ""36-45"": 7, ""46-60"": 4, ""60+"": 8}"
Meghalaya,2011,Unknown,40,"{""<18"": 4, ""18-25"": 3, ""26-35"": 8, ""36-45"": 7, ""46-60"": 10, ""60+"": 3}"
Meghalaya,2011,Natural Causes,33,"{""<18"": 5, ""18-25"": 5, ""26-35"": 7, ""36-45"": 4, ""46-60"": 5, ""60+"": 3}"
Meghalaya,2012,Family Issues,40,"{""<18"": 4, ""18-25"": 2, ""26-35"": 7, ""36-45"": 4, ""46-60"": 7, ""60+"": 4}"
Meghalaya,2012,Financial Crisis,25,"{""<18"": 2, ""18-25"": 5, ""26-35"": 2, ""36-45"": 3, ""46-60"": 1, ""60+"": 6}"
Meghalaya,2012,Mental Illness,34,"{""<18"": 4, ""18-25"": 3, ""26-35"": 5, ""36-45"": 3, ""46-60"": 5, ""60+"": 2}"
Meghalaya,2012,Relationship Issues,37,"{""<18"": 2, ""18-25"": 5, ""26-35"": 1, ""36-45"": 1, ""46-60"": 6, ""60+"": 2}"
Meghalaya,2012,Exam Stress,54,"{""<18"": 11, ""18-25"": 8, ""26-35"": 1, ""36-45"": 6, ""46-60"": 2, ""60+"": 9}"
Meghalaya,2012,Addiction,43,"{""<18"": 6, ""18-25"": 6, ""26-35"": 7, ""36-45"": 3, ""46-60"": 5, ""60+"": 5}"
Meghalaya,2012,Chronic Illness,37,"{'<18': 6, '18-25': 4, '26-35': 5, '36-45': 5, '46-60': 1, '60+': 6}"
Meghalaya,2012,Unemployment,46,"{""<18"": 8, ""18-25"": 10, ""26-35"": 4, ""36-45"": 5, ""46-60"": 3, ""60+"": 3}"
Meghalaya,2012,Work Pressure,36,"{'<18': 6, '18-25': 3, '26-35': 5, '36-45': 11, '46-60': 9, '60+': 4}"
Meghalaya,2012,Unknown,41,"{""<18"": 9, ""18-25"": 8, ""26-35"": 2, ""36-45"": 6, ""46-60"": 5, ""60+"": 7}"
Meghalaya,2012,Natural Causes,45,"{'<18': 9, '18-25': 3, '26-35': 7, '36-45': 7, '46-60': 2, '60+': 9}"
Meghalaya,2013,Family Issues,42,"{""<18"": 2, ""18-25"": 4, ""26-35"": 4, ""36-45"": 3, ""46-60"": 6, ""60+"": 5}"
Meghalaya,2013,Financial Crisis,41,"{""<18"": 4, ""18-25"": 6, ""26-35"": 6, ""36-45"": 5, ""46-60"": 5, ""60+"": 1}"
Meghalaya,2013,Mental Illness,49,"{""<18"": 4, ""18-25"": 2, ""26-35"": 6, ""36-45"": 7, ""46-60"": 8, ""60+"": 7}"
Meghalaya,2013,Relationship Issues,38,"{""<18"": 11, ""18-25"": 1, ""26-35"": 4, ""36-45"": 3, ""46-60"": 4, ""60+"": 7}"
Meghalaya,2013,Exam Stress,35,"{'<18': 12, '18-25': 6, '26-35': 8, '36-45': 7, '46-60': 7, '60+': 8}"
Meghalaya,2013,Addiction,40,"{'<18': 5, '18-25': 3, '26-35': 4, '36-45': 4, '46-60': 5, '60+': 9}"
Meghalaya,2013,Chronic Illness,35,"{""<18"": 3, ""18-25"": 5, ""26-35"": 4, ""36-45"": 5, ""46-60"": 5, ""60+"": 7}"
Meghalaya,2013,Unemployment,47,"{'<18': 3, '18-25': 0, '26-35': 3, '36-45': 3, '46-60': 7, '60+': 4}"
Meghalaya,2013,Work Pressure,41,"{""<18"": 2, ""18-25"": 3, ""26-35"": 5, ""36-45"": 5, ""46-60"": 2, ""60+"": 6}"
Meghalaya,2013,Unknown,37,"{""<18"": 5, ""18-25"": 5, ""26-35"": 5, ""36-45"": 7, ""46-60"": 3, ""60+"": 7}"
Meghalaya,2013,Natural Causes,37,"{""<18"": 5, ""18-25"": 10, ""26-35"": 5, ""36-45"": 3, ""46-60"": 2, ""60+"": 5}"
Meghalaya,2014,Family Issues,45,"{""<18"": 6, ""18-25"": 5, ""26-35"": 4, ""36-45"": 4, ""46-60"": 5, ""60+"": 2}"
Meghalaya,2014,Financial Crisis,37,"{""<18"": 7, ""18-25"": 5, ""26-35"": 7, ""36-45"": 3, ""46-60"": 11, ""60+"": 3}"
Meghalaya,2014,Mental Illness,48,"{'<18': 8, '18-25': 3, '26-35': 1, '36-45': 6, '46-60': 4, '60+': 4}"
Meghalaya,2014,Relationship Issues,46,"{""<18"": 4, ""18-25"": 5, ""26-35"": 3, ""36-45"": 7, ""46-60"": 7, ""60+"": 4}"
Meghalaya,2014,Exam Stress,28,"{'<18': 5, '18-25': 3, '26-35': 5, '36-45': 4, '46-60': 4, '60+': 8}"
Meghalaya,2014,Addiction,38,"{""<18"": 7, ""18-25"": 4, ""26-35"": 6, ""36-45"": 2, ""46-60"": 4, ""60+"": 9}"
Meghalaya,2014,Chronic Illness,42,"{""<18"": 4, ""18-25"": 4, ""26-35"": 7, ""36-45"": 6, ""46-60"": 5, ""60+"": 4}"
Meghalaya,2014,Unemployment,48,"{""<18"": 8, ""18-25"": 3, ""26-35"": 3, ""36-45"": 6, ""46-60"": 4, ""60+"": 2}"
Meghalaya,2014,Work Pressure,42,"{'<18': 6, '18-25': 3, '26-35': 5, '36-45': 6, '46-60': 4, '60+': 2}"
Meghalaya,2014,Unknown,40,"{""<18"": 9, ""18-25"": 5, ""26-35"": 2, ""36-45"": 7, ""46-60"": 3, ""60+"": 3}"
Meghalaya,2014,Natural Causes,43,"{'<18': 1, '18-25': 2, '26-35': 7, '36-45': 3, '46-60': 6, '60+': 4}"
Meghalaya,2015,Family Issues,34,"{""<18"": 9, ""18-25"": 3, ""26-35"": 4, ""36-45"": 5, ""46-60"": 3, ""60+"": 6}"
Meghalaya,2015,Financial Crisis,50,"{""<18"": 1, ""18-25"": 6, ""26-35"": 10, ""36-45"": 6, ""46-60"": 3, ""60+"": 3}"
Meghalaya,2015,Mental Illness,32,"{""<18"": 3, ""18-25"": 8, ""26-35"": 8, ""36-45"": 6, ""46-60"": 6, ""60+"": 7}"
Meghalaya,2015,Relationship Issues,38,"{""<18"": 4, ""18-25"": 4, ""26-35"": 4, ""36-45"": 5, ""46-60"": 5, ""60+"": 5}"
Meghalaya,2015,Exam Stress,49,"{""<18"": 7, ""18-25"": 1, ""26-35"": 5, ""36-45"": 7, ""46-60"": 6, ""60+"": 4}"
Meghalaya,2015,Addiction,30,"{""<18"": 5, ""18-25"": 4, ""26-35"": 6, ""36-45"": 3, ""46-60"": 5, ""60+"": 8}"
Meghalaya,2015,Chronic Illness,39,"{""<18"": 4, ""18-25"": 5, ""26-35"": 6, ""36-45"": 8, ""46-60"": 10, ""60+"": 2}"
Meghalaya,2015,Unemployment,35,"{""<18"": 4, ""18-25"": 6, ""26-35"": 7, ""36-45"": 5, ""46-60"": 7, ""60+"": 9}"
Meghalaya,2015,Work Pressure,34,"{""<18"": 3, ""18-25"": 5, ""26-35"": 2, ""36-45"": 6, ""46-60"": 7, ""60+"": 7}"
Meghalaya,2015,Unknown,31,"{""<18"": 4, ""18-25"": 3, ""26-35"": 4, ""36-45"": 5, ""46-60"": 6, ""60+"": 9}"
Meghalaya,2015,Natural Causes,47,"{'<18': 3, '18-25': 6, '26-35': 9, '36-45': 8, '46-60': 4, '60+': 4}"
Meghalaya,2016,Family Issues,38,"{""<18"": 5, ""18-25"": 3, ""26-35"": 5, ""36-45"": 4, ""46-60"": 4, ""60+"": 5}"
Meghalaya,2016,Financial Crisis,29,"{""<18"": 5, ""18-25"": 7, ""26-35"": 5, ""36-45"": 3, ""46-60"": 5, ""60+"": 3}"
Meghalaya,2016,Mental Illness,46,"{""<18"": 5, ""18-25"": 5, ""26-35"": 6, ""36-45"": 4, ""46-60"": 2, ""60+"": 2}"
Meghalaya,2016,Relationship Issues,53,"{""<18"": 4, ""18-25"": 7, ""26-35"": 5, ""36-45"": 4, ""46-60"": 5, ""60+"": 7}"
Meghalaya,2016,Exam Stress,28,"{""<18"": 4, ""18-25"": 5, ""26-35"": 7, ""36-45"": 3, ""46-60"": 6, ""60+"": 6}"
Meghalaya,2016,Addiction,46,"{""<18"": 4, ""18-25"": 7, ""26-35"": 1, ""36-45"": 6, ""46-60"": 3, ""60+"": 5}"
Meghalaya,2016,Chronic Illness,39,"{""<18"": 8, ""18-25"": 7, ""26-35"": 4, ""36-45"": 4, ""46-60"": 3, ""60+"": 7}"
Meghalaya,2016,Unemployment,22,"{""<18"": 9, ""18-25"": 6, ""26-35"": 5, ""36-45"": 3, ""46-60"": 4, ""60+"": 6}"
Meghalaya,2016,Work Pressure,48,"{""<18"": 15, ""18-25"": 5, ""26-35"": 3, ""36-45"": 5, ""46-60"": 7, ""60+"": 3}"
Meghalaya,2016,Unknown,41,"{""<18"": 5, ""18-25"": 6, ""26-35"": 1, ""36-45"": 6, ""46-60"": 8, ""60+"": 7}"
Meghalaya,2016,Natural Causes,53,"{""<18"": 6, ""18-25"": 4, ""26-35"": 2, ""36-45"": 2, ""46-60"": 6, ""60+"": 5}"
Meghalaya,2017,Family Issues,30,"{'<18': 7, '18-25': 11, '26-35': 6, '36-45': 7, '46-60': 5, '60+': 9}"
Meghalaya,2017,Financial Crisis,30,"{""<18"": 6, ""18-25"": 7, ""26-35"": 4, ""36-45"": 5, ""46-60"": 4, ""60+"": 5}"
Meghalaya,2017,Mental Illness,39,"{'<18': 1, '18-25': 7, '26-35': 8, '36-45': 3, '46-60': 5, '60+': 4}"
Meghalaya,2017,Relationship Issues,47,"{""<18"": 3, ""18-25"": 4, ""26-35"": 4, ""36-45"": 3, ""46-60"": 7, ""60+"": 5}"
Meghalaya,2017,Exam Stress,42,"{""<18"": 3, ""18-25"": 4, ""26-35"": 5, ""36-45"": 2, ""46-60"": 5, ""60+"": 3}"
Meghalaya,2017,Addictioz,36,"{""<18"": 10, ""18-25"": 3, ""26-35"": 3, ""36-45"": 5, ""46-60"": 6, ""60+"": 6}"
Meghalaya,2017,Chronic Illness,38,"{""<18"": 8, ""18-25"": 6, ""26-35"": 4, ""36-45"": 5, ""46-60"": 6, ""60+"": 1}"
Meghalaya,2017,Unemployment,46,"{""<18"": 2, ""18-25"": 4, ""26-35"": 7, ""36-45"": 1, ""46-60"": 3, ""60+"": 6}"
Meghalaya,2017,Work Pressure,39,"{""<18"": 5, ""18-25"": 3, ""26-35"": 2, ""36-45"": 6, ""46-60"": 4, ""60+"": 3}"
Meghalaya,2017,Unknown,30,"{""<18"": 6, ""18-25"": 6, ""26-35"": 3, ""36-45"": 5, ""46-60"": 7, ""60+"": 4}"
Meghalaya,2017,Natural Causes,39,"{""<18"": 6, ""18-25"": 3, ""26-35"": 4, ""36-45"": 8, ""46-60"": 5, ""60+"": 6}"
Meghalaya,2018,Family Issues,38,"{""<18"": 9, ""18-25"": 5, ""26-35"": 6, ""36-45"": 4, ""46-60"": 2, ""60+"": 6}"
Meghalaya,2018,Financial Crisis,51,"{""<18"": 7, ""18-25"": 4, ""26-35"": 5, ""36-45"": 4, ""46-60"": 4, ""60+"": 5}"
Meghalaya,2018,Mental Illness,35,"{""<18"": 3, ""18-25"": 4, ""26-35"": 4, ""36-45"": 7, ""46-60"": 7, ""60+"": 3}"
Meghalaya,2018,Relationship Issues,42,"{""<18"": 9, ""18-25"": 3, ""26-35"": 5, ""36-45"": 1, ""46-60"": 7, ""60+"": 3}"
Meghalaya,2018,Exam Stress,44,"{""<18"": 4, ""18-25"": 7, ""26-35"": 5, ""36-45"": 6, ""46-60"": 9, ""60+"": 4}"
Meghalaya,2018,Addiction,37,"{""<18"": 1, ""18-25"": 8, ""26-35"": 3, ""36-45"": 3, ""46-60"": 2, ""60+"": 6}"
Meghalaya,2018,Chronic Illness,45,"{""<18"": 4, ""18-25"": 2, ""26-35"": 6, ""36-45"": 7, ""46-60"": 5, ""60+"": 8}"
Meghalaya,2018,Unemployment,48,"{""<18"": 9, ""18-25"": 2, ""26-35"": 3, ""36-45"": 1, ""46-60"": 7, ""60+"": 9}"
Meghalaya,2018,Work Pressure,40,"{""<18"": 4, ""18-25"": 6, ""26-35"": 14, ""36-45"": 4, ""46-60"": 4, ""60+"": 6}"
Meghalaya,2018,Unknown,44,"{'<18': 3, '18-25': 3, '26-35': 5, '36-45': 4, '46-60': 2, '60+': 5}"
Meghalaya,2018,Natural Causes,35,"{""<18"": 4, ""18-25"": 6, ""26-35"": 1, ""36-45"": 5, ""46-60"": 2, ""60+"": 5}"
Meghalaya,2019,Family Issues,24,"{""<18"": 4, ""18-25"": 5, ""26-35"": 4, ""36-45"": 8, ""46-60"": 4, ""60+"": 4}"
Meghalaya,2019,Financial Crisis,37,"{'<18': 4, '18-25': 5, '26-35': 5, '36-45': 3, '46-60': 6, '60+': 6}"
Meghalaya,2019,Mental Illness,48,"{""<18"": 6, ""18-25"": 5, ""26-35"": 1, ""36-45"": 5, ""46-60"": 4, ""60+"": 5}"
Meghalaya,2019,Relationship Issues,50,"{""<18"": 6, ""18-25"": 9, ""26-35"": 3, ""36-45"": 6, ""46-60"": 6, ""60+"": 6}"
Meghalaya,2019,Exam Stress,50,"{""<18"": 2, ""18-25"": 5, ""26-35"": 2, ""36-45"": 6, ""46-60"": 3, ""60+"": 5}"
Meghalaya,2019,Addiction,27,"{""<18"": 8, ""18-25"": 7, ""26-35"": 2, ""36-45"": 4, ""46-60"": 6, ""60+"": 0}"
Meghalaya,2019,Chronic Illness,41,"{""<18"": 4, ""18-25"": 4, ""26-35"": 7, ""36-45"": 6, ""46-60"": 5, ""60+"": 4}"
Meghalaya,2019,Unemployment,35,"{""<18"": 4, ""18-25"": 8, ""26-35"": 4, ""36-45"": 6, ""46-60"": 4, ""60+"": 2}"
Meghalaya,2019,Work Pressure,45,"{""<18"": 5, ""18-25"": 1, ""26-35"": 10, ""36-45"": 6, ""46-60"": 4, ""60+"": 4}"
Meghalaya,2019,Unknown,41,"{""<18"": 3, ""18-25"": 7, ""26-35"": 4, ""36-45"": 6, ""46-60"": 8, ""60+"": 3}"
Meghalaya,2019,Natural Causes,32,"{""<18"": 10, ""18-25"": 8, ""26-35"": 2, ""36-45"": 4, ""46-60"": 6, ""60+"": 8}"
Meghalaya,2020,Family Issues,47,"{""<18"": 4, ""18-25"": 3, ""26-35"": 6, ""36-45"": 8, ""46-60"": 1, ""60+"": 5}"
Meghalaya,2020,Financial Crisis,36,"{""<18"": 6, ""18-25"": 7, ""26-35"": 6, ""36-45"": 5, ""46-60"": 4, ""60+"": 4}"
Meghalaya,2020,Mental Illness,38,"{""<18"": 7, ""18-25"": 4, ""26-35"": 6, ""36-45"": 5, ""46-60"": 5, ""60+"": 5}"
Meghalaya,2020,Relationship Issues,35,"{""<18"": 4, ""18-25"": 7, ""26-35"": 3, ""36-45"": 13, ""46-60"": 2, ""60+"": 5}"
Meghalaya,2020,Exam Stress,37,"{""<18"": 5, ""18-25"": 6, ""26-35"": 7, ""36-45"": 3, ""46-60"": 6, ""60+"": 7}"
Meghalaya,2020,Addiction,47,"{""<18"": 4, ""18-25"": 4, ""26-35"": 6, ""36-45"": 2, ""46-60"": 2, ""60+"": 2}"
Meghalaya,2020,Chronic Illness,44,"{""<18"": 3, ""18-25"": 2, ""26-35"": 2, ""36-45"": 6, ""46-60"": 4, ""60+"": 7}"
Meghalaya,2020,Unemployment,48,"{""<18"": 2, ""18-25"": 5, ""26-35"": 5, ""36-45"": 6, ""46-60"": 4, ""60+"": 5}"
Meghalaya,2020,Work Pressure,43,"{'<18': 4, '18-25': 5, '26-35': 4, '36-45': 4, '46-60': 3, '60+': 1}"
Meghalaya,2020,Unknown,36,"{""<18"": 8, ""18-25"": 5, ""26-35"": 9, ""36-45"": 7, ""46-60"": 2, ""60+"": 1}"
Meghalaya,2020,Natural Causey,42,"{""<18"": 7, ""18-25"": 2, ""26-35"": 4, ""36-45"": 5, ""46-60"": 5, ""60+"": 5}"
Meghalaya,2021,Family Issues,43,"{""<18"": 4, ""18-25"": 4, ""26-35"": 9, ""36-45"": 3, ""46-60"": 5, ""60+"": 4}"
Meghalaya,2021,Financial Crisis,37,"{'<18': 8, '18-25': 4, '26-35': 7, '36-45': 7, '46-60': 5, '60+': 5}"
Meghalaya,2021,Mental Illness,40,"{'<18': 6, '18-25': 3, '26-35': 6, '36-45': 7, '46-60': 7, '60+': 3}"
Meghalaya,2021,Relationship Issues,43,"{""<18"": 2, ""18-25"": 8, ""26-35"": 4, ""36-45"": 5, ""46-60"": 3, ""60+"": 5}"
Meghalaya,2021,Exam Stresx,40,"{""<18"": 8, ""18-25"": 10, ""26-35"": 4, ""36-45"": 5, ""46-60"": 8, ""60+"": 6}"
Meghalaya,2021,Addiction,35,"{""<18"": 2, ""18-25"": 2, ""26-35"": 2, ""36-45"": 5, ""46-60"": 3, ""60+"": 5}"
Meghalaya,2021,Chronic Illness,49,"{'<18': 10, '18-25': 5, '26-35': 8, '36-45': 4, '46-60': 3, '60+': 3}"
Meghalaya,2021,Unemployment,44,"{""<18"": 2, ""18-25"": 5, ""26-35"": 5, ""36-45"": 1, ""46-60"": 6, ""60+"": 3}"
Meghalaya,2021,Work Pressure,36,"{""<18"": 8, ""18-25"": 5, ""26-35"": 5, ""36-45"": 6, ""46-60"": 4, ""60+"": 3}"
Meghalaya,2021,Unknown,41,"{""<18"": 7, ""18-25"": 5, ""26-35"": 11, ""36-45"": 5, ""46-60"": 0, ""60+"": 5}"
Meghalaya,2021,Natural Causes,39,"{""<18"": 7, ""18-25"": 5, ""26-35"": 5, ""36-45"": 7, ""46-60"": 5, ""60+"": 1}"
Meghalaya,2022,Family Issues,44,"{""<18"": 5, ""18-25"": 6, ""26-35"": 9, ""36-45"": 2, ""46-60"": 0, ""60+"": 4}"
Meghalaya,2022,Financial Crisis,38,"{""<18"": 1, ""18-25"": 3, ""26-35"": 2, ""36-45"": 8, ""46-60"": 5, ""60+"": 3}"
Meghalaya,2022,Mental Illness,32,"{""<18"": 6, ""18-25"": 1, ""26-35"": 6, ""36-45"": 8, ""46-60"": 4, ""60+"": 7}"
Meghalaya,2022,Relationship Issues,44,"{""<18"": 5, ""18-25"": 10, ""26-35"": 3, ""36-45"": 3, ""46-60"": 2, ""60+"": 8}"
Meghalaya,2022,Exam Stress,28,"{'<18': 5, '18-25': 2, '26-35': 3, '36-45': 10, '46-60': 2, '60+': 10}"
Meghalaya,2022,Addiction,42,"{""<18"": 5, ""18-25"": 7, ""26-35"": 6, ""36-45"": 5, ""46-60"": 4, ""60+"": 4}"
Meghalaya,2022,Chronic Illness,50,"{""<18"": 6, ""18-25"": 1, ""26-35"": 7, ""36-45"": 9, ""46-60"": 2, ""60+"": 4}"
Meghalaya,2022,Unemployment,38,"{""<18"": 4, ""18-25"": 6, ""26-35"": 5, ""36-45"": 3, ""46-60"": 3, ""60+"": 6}"
Meghalaya,2022,Work Pressurx,29,"{""<18"": 7, ""18-25"": 5, ""26-35"": 6, ""36-45"": 4, ""46-60"": 5, ""60+"": 4}"
Meghalaya,2022,Unknown,42,"{""<18"": 5, ""18-25"": 9, ""26-35"": 4, ""36-45"": 6, ""46-60"": 5, ""60+"": 4}"
Meghalaya,2022,Natural Causes,40,"{""<18"": 1, ""18-25"": 4, ""26-35"": 4, ""36-45"": 3, ""46-60"": 2, ""60+"": 5}"
Mizoram,2008,Family Issues,33,"{""<18"": 5, ""18-25"": 8, ""26-35"": 14, ""36-45"": 2, ""46-60"": 6, ""60+"": 7}"
Mizoram,2008,Financial Crisis,45,"{""<18"": 8, ""18-25"": 6, ""26-35"": 1, ""36-45"": 5, ""46-60"": 3, ""60+"": 7}"
Mizoram,2008,Mental Illness,41,"{""<18"": 11, ""18-25"": 5, ""26-35"": 7, ""36-45"": 6, ""46-60"": 7, ""60+"": 4}"
Mizoram,2008,Relationship Issues,36,"{""<18"": 6, ""18-25"": 3, ""26-35"": 3, ""36-45"": 4, ""46-60"": 3, ""60+"": 2}"
Mizoram,2008,Exam Stress,47,"{""<18"": 0, ""18-25"": 6, ""26-35"": 3, ""36-45"": 3, ""46-60"": 4, ""60+"": 6}"
Mizoram,2008,Addiction,51,"{""<18"": 11, ""18-25"": 7, ""26-35"": 6, ""36-45"": 4, ""46-60"": 7, ""60+"": 9}"
Mizoram,2008,Chronic Illness,30,"{""<18"": 5, ""18-25"": 8, ""26-35"": 0, ""36-45"": 4, ""46-60"": 6, ""60+"": 5}"
Mizoram,2008,Unemployment,43,"{""<18"": 6, ""18-25"": 7, ""26-35"": 5, ""36-45"": 6, ""46-60"": 6, ""60+"": 3}"
Mizoram,2008,Work Pressure,44,"{""<18"": 5, ""18-25"": 4, ""26-35"": 2, ""36-45"": 4, ""46-60"": 10, ""60+"": 6}"
Mizoram,2008,Unknown,42,"{""<18"": 4, ""18-25"": 9, ""26-35"": 5, ""36-45"": 5, ""46-60"": 4, ""60+"": 2}"
Mizoram,2008,Natural Causes,42,"{'<18': 10, '18-25': 3, '26-35': 5, '36-45': 7, '46-60': 4, '60+': 5}"
Mizoram,2009,Family Issues,42,"{""<18"": 5, ""18-25"": 3, ""26-35"": 6, ""36-45"": 7, ""46-60"": 3, ""60+"": 5}"
Mizoram,2009,Financial Crisis,38,"{""<18"": 2, ""18-25"": 3, ""26-35"": 3, ""36-45"": 4, ""46-60"": 5, ""60+"": 4}"
Mizoram,2009,Mental Illness,46,"{""<18"": 4, ""18-25"": 2, ""26-35"": 2, ""36-45"": 5, ""46-60"": 8, ""60+"": 7}"
Mizoram,2009,Relationship Issues,39,"{""<18"": 3, ""18-25"": 5, ""26-35"": 3, ""36-45"": 6, ""46-60"": 4, ""60+"": 5}"
Mizoram,2009,Exam Stresx,31,"{""<18"": 6, ""18-25"": 6, ""26-35"": 4, ""36-45"": 6, ""46-60"": 8, ""60+"": 6}"
Mizoram,2009,Addiction,40,"{""<18"": 3, ""18-25"": 5, ""26-35"": 5, ""36-45"": 6, ""46-60"": 7, ""60+"": 5}"
Mizoram,2009,Chronic Illness,38,"{'<18': 3, '18-25': 3, '26-35': 8, '36-45': 3, '46-60': 4, '60+': 5}"
Mizoram,2009,Unemployment,36,"{'<18': 5, '18-25': 5, '26-35': 6, '36-45': 1, '46-60': 6, '60+': 3}"
Mizoram,2009,Work Pressure,44,"{""<18"": 6, ""18-25"": 5, ""26-35"": 6, ""36-45"": 6, ""46-60"": 3, ""60+"": 8}"
Mizoram,2009,Unknown,38,"{""<18"": 8, ""18-25"": 2, ""26-35"": 8, ""36-45"": 4, ""46-60"": 7, ""60+"": 6}"
Mizoram,2009,Natural Causes,42,"{""<18"": 1, ""18-25"": 4, ""26-35"": 6, ""36-45"": 3, ""46-60"": 4, ""60+"": 3}"
Mizoram,2010,Family Issues,34,"{'<18': 2, '18-25': 2, '26-35': 4, '36-45': 5, '46-60': 2, '60+': 8}"
Mizoram,2010,Financial Crisis,50,"{""<18"": 10, ""18-25"": 4, ""26-35"": 3, ""36-45"": 3, ""46-60"": 11, ""60+"": 6}"
Mizoram,2010,Mental Illness,38,"{""<18"": 4, ""18-25"": 3, ""26-35"": 4, ""36-45"": 3, ""46-60"": 3, ""60+"": 4}"
Mizoram,2010,Relationship Issues,32,"{""<18"": 3, ""18-25"": 6, ""26-35"": 3, ""36-45"": 5, ""46-60"": 3, ""60+"": 2}"
Mizoram,2010,Exam Stresz,39,"{""<18"": 6, ""18-25"": 6, ""26-35"": 1, ""36-45"": 7, ""46-60"": 6, ""60+"": 7}"
Mizoram,2010,Addiction,41,"{""<18"": 7, ""18-25"": 5, ""26-35"": 3, ""36-45"": 4, ""46-60"": 9, ""60+"": 1}"
Mizoram,2010,Chronic Illness,43,"{'<18': 10, '18-25': 3, '26-35': 2, '36-45': 5, '46-60': 2, '60+': 4}"
Mizoram,2010,Unemployment,48,"{""<18"": 6, ""18-25"": 9, ""26-35"": 5, ""36-45"": 5, ""46-60"": 5, ""60+"": 5}"
