State,Year,Age_Group,Gender,Suicides,Demographics,Notes
Arunachal-Pradesh,2013/01,<18,Male,40,"{""population"": 7954379, ""urban_pct"": 88.46, ""rural_pct"": 39.26, ""median_age"": 31.5}",
arunachal pradesh,2013,<18,Female,37,"{'population': 17411337, 'urban_pct': 87.97, 'rural_pct': 62.97, 'median_age': 35.1}",
ArunachalPradesh,2013,<18,Other,48,"{""population"": 17787628, ""urban_pct"": 85.08, ""rural_pct"": 32.44, ""median_age"": 33.1}",
ArunachalPradesh,2013/01,18-25,Male,33,"{""population"": 3484250, ""urban_pct"": 74.69, ""rural_pct"": 55.83, ""median_age"": 31.3}",
Arunachal Pradesh,2013,18-25,Female,56,"{'population': 5409414, 'urban_pct': 54.32, 'rural_pct': 41.25, 'median_age': 24.9}",
Arunachal-Pradesh,2013,18-25,Other,55,"{'population': 6910389, 'urban_pct': 87.81, 'rural_pct': 60.2, 'median_age': 34.2}",
ArunachalPradesh,2013,26-35,Male,48,"{'population': 5513809, 'urban_pct': 78.77, 'rural_pct': 76.42, 'median_age': 26.1}",
Arunachal Pradesh,2013,26-35,Female,66,"{""population"": 15364604, ""urban_pct"": 59.41, ""rural_pct"": 24.47, ""median_age"": 25.0}",
Arunachal-Pradesh,2013,26-35,Other,50,"{'population': 14158836, 'urban_pct': 47.13, 'rural_pct': 34.14, 'median_age': 33.3}",
arunachal pradesh,2013/01,36-45,Male,53,"{'population': 14531762, 'urban_pct': 75.09, 'rural_pct': 48.42, 'median_age': 30.3}",
ARUNACHAL PRADESH,2013,36-45,Female,53,"{'population': 18360096, 'urban_pct': 32.16, 'rural_pct': 43.52, 'median_age': 28.4}",
Arunachal Pradesh,2013,36-45,Other,55,"{'population': 3774244, 'urban_pct': 89.9, 'rural_pct': 80.34, 'median_age': 24.9}",
Arunachal-Pradesh,2013,46-60,Male,49,"{'population': 14953478, 'urban_pct': 82.27, 'rural_pct': 22.95, 'median_age': 31.3}",
Arunachal Pradesh,2013,46-60,Female,49,"{'population': 8528944, 'urban_pct': 87.45, 'rural_pct': 46.53, 'median_age': 30.6}",
Arunachal Pradesh,2013,46-60,Other,50,"{'population': 16834512, 'urban_pct': 79.09, 'rural_pct': 89.35, 'median_age': 27.6}",
ArunachalPradesh,2013,60+,Male,45,"{'population': 4299733, 'urban_pct': 71.55, 'rural_pct': 54.13, 'median_age': 29.7}",
ARUNACHAL PRADESH,2013,60+,Female,47,"{'population': 16901099, 'urban_pct': 51.94, 'rural_pct': 82.91, 'median_age': 32.4}",
ArunachalPradesh,2013,60+,Other,38,"{'population': 16580515, 'urban_pct': 58.83, 'rural_pct': 83.13, 'median_age': 32.8}",
arunachal pradesh,2014,<18,Male,46,"{'population': 2623388, 'urban_pct': 61.36, 'rural_pct': 27.88, 'median_age': 32.0}",
ARUNACHAL PRADESH,2014,<18,Female,51,"{'population': 10655897, 'urban_pct': 24.74, 'rural_pct': 26.32, 'median_age': 25.6}",
ARUNACHAL PRADESH,2014,<18,Other,43,"{'population': 5112845, 'urban_pct': 53.54, 'rural_pct': 67.93, 'median_age': 31.9}",
arunachal pradesh,2014,18-25,Male,50,"{'population': 14406776, 'urban_pct': 70.07, 'rural_pct': 46.04, 'median_age': 26.7}",
ARUNACHAL PRADESH,2014,18-25,Female,53,"{'population': 5485098, 'urban_pct': 50.5, 'rural_pct': 60.94, 'median_age': 29.4}",
Arunachal-Pradesh,2014,18-25,Other,50,"{'population': 4639918, 'urban_pct': 54.01, 'rural_pct': 47.06, 'median_age': 27.2}",
arunachal pradesh,2014,26-35,Male,50,"{'population': 16332716, 'urban_pct': 48.06, 'rural_pct': 71.84, 'median_age': 30.3}",
ArunachalPradesh,2014,26-35,Female,55,"{'population': 3999611, 'urban_pct': 36.06, 'rural_pct': 40.42, 'median_age': 28.8}",
ArunachalPradesh,2014,26-35,Other,51,"{'population': 16693355, 'urban_pct': 30.05, 'rural_pct': 68.74, 'median_age': 25.4}",
arunachal pradesh,2014,36-45,Male,54,"{'population': 2605583, 'urban_pct': 66.01, 'rural_pct': 34.29, 'median_age': 24.2}",
ARUNACHAL PRADESH,2014,36-45,Female,53,"{'population': 12279135, 'urban_pct': 68.06, 'rural_pct': 22.72, 'median_age': 31.7}",
Arunachal-Pradesh,2014/01,36-45,Other,50,"{'population': 15982607, 'urban_pct': 42.57, 'rural_pct': 66.53, 'median_age': 32.9}",
Arunachal-Pradesh,2014,46-60,Male,54,"{'population': 5363374, 'urban_pct': 53.72, 'rural_pct': 70.81, 'median_age': 28.7}",
Arunachal-Pradesh,2014,46-60,Female,42,"{'population': 17386706, 'urban_pct': 34.33, 'rural_pct': 58.37, 'median_age': 28.0}",
Arunachal-Pradesh,2014,46-60,Other,54,"{'population': 1875146, 'urban_pct': 75.81, 'rural_pct': 75.04, 'median_age': 24.2}",
ARUNACHAL PRADESH,2014,60+,Male,45,"{'population': 801297, 'urban_pct': 48.88, 'rural_pct': 24.08, 'median_age': 25.3}",
arunachal pradesh,2014,60+,Female,61,"{""population"": 808259, ""urban_pct"": 64.32, ""rural_pct"": 55.32, ""median_age"": 27.3}",
ArunachalPradesh,2014,60+,Other,36,"{'population': 619087, 'urban_pct': 51.77, 'rural_pct': 55.57, 'median_age': 29.0}",
arunachal pradesh,2015,<18,Male,40,"{'population': 10256591, 'urban_pct': 58.85, 'rural_pct': 81.6, 'median_age': 28.7}",
Arunachal Pradesh,2015/01,<18,Female,53,"{'population': 13490570, 'urban_pct': 45.61, 'rural_pct': 37.89, 'median_age': 25.0}",
ArunachalPradesh,2015,<18,Other,56,"{'population': 5991521, 'urban_pct': 69.59, 'rural_pct': 79.38, 'median_age': 32.2}",
Arunachal-Pradesh,2015,18-25,Male,47,"{'population': 14140876, 'urban_pct': 46.28, 'rural_pct': 68.84, 'median_age': 34.3}",
ArunachalPradesh,2015,18-25,Female,48,"{'population': 2232701, 'urban_pct': 79.44, 'rural_pct': 53.4, 'median_age': 32.8}",
ArunachalPradesh,2015,18-25,Other,55,"{'population': 10076407, 'urban_pct': 48.52, 'rural_pct': 79.36, 'median_age': 35.5}",
ArunachalPradesh,2015,26-35,Male,60,"{'population': 12849697, 'urban_pct': 57.68, 'rural_pct': 37.46, 'median_age': 29.7}",
arunachal pradesh,2015,26-35,Female,41,"{'population': 16346680, 'urban_pct': 20.83, 'rural_pct': 72.45, 'median_age': 27.7}",
ARUNACHAL PRADESH,2015,26-35,Other,59,"{""population"": 7682583, ""urban_pct"": 82.67, ""rural_pct"": 86.37, ""median_age"": 24.4}",
ARUNACHAL PRADESH,2015,36-45,Male,45,"{'population': 17520614, 'urban_pct': 73.19, 'rural_pct': 39.99, 'median_age': 27.8}",
ArunachalPradesh,2015,36-45,Female,47,"{'population': 19735927, 'urban_pct': 35.25, 'rural_pct': 84.13, 'median_age': 25.0}",
Arunachal-Pradesh,2015,36-45,Other,44,"{'population': 7739562, 'urban_pct': 86.48, 'rural_pct': 74.99, 'median_age': 25.6}",
Arunachal Pradesh,2015,46-60,Male,61,"{'population': 6016879, 'urban_pct': 86.92, 'rural_pct': 86.83, 'median_age': 30.7}",
Arunachal Pradesh,2015,46-60,Female,43,"{'population': 168444, 'urban_pct': 69.56, 'rural_pct': 53.95, 'median_age': 28.0}",
arunachal pradesh,2015,46-60,Other,42,"{'population': 1016770, 'urban_pct': 26.29, 'rural_pct': 87.64, 'median_age': 33.4}",
Arunachal Pradesh,2015,60+,Male,51,"{""population"": 15609396, ""urban_pct"": 88.82, ""rural_pct"": 41.62, ""median_age"": 32.0}",
Arunachal Pradesh,2015,60+,Female,50,"{'population': 12057292, 'urban_pct': 29.55, 'rural_pct': 53.5, 'median_age': 29.7}",
Arunachal Pradesh,2015,60+,Other,42,"{'population': 899465, 'urban_pct': 69.55, 'rural_pct': 72.34, 'median_age': 31.5}",
Arunachal-Pradesh,2016,<18,Male,53,"{'population': 16891440, 'urban_pct': 87.1, 'rural_pct': 31.81, 'median_age': 32.8}",
ARUNACHAL PRADESH,2016,<18,Female,54,"{'population': 18817158, 'urban_pct': 27.51, 'rural_pct': 81.07, 'median_age': 26.5}",
ArunachalPradesh,2016,<18,Other,46,"{'population': 16968055, 'urban_pct': 22.32, 'rural_pct': 47.42, 'median_age': 28.4}",
Arunachal Pradesh,2016,18-25,Male,48,"{'population': 15056550, 'urban_pct': 43.05, 'rural_pct': 33.39, 'median_age': 26.2}",
ARUNACHAL PRADESH,2016,18-25,Female,54,"{'population': 11671607, 'urban_pct': 48.74, 'rural_pct': 53.33, 'median_age': 27.5}",
ArunachalPradesh,2016,18-25,Other,47,"{""population"": 1141500, ""urban_pct"": 69.74, ""rural_pct"": 27.06, ""median_age"": 25.1}",
arunachal pradesh,2016,26-35,Male,40,"{'population': 19021306, 'urban_pct': 70.68, 'rural_pct': 39.04, 'median_age': 34.6}",
Arunachal Pradesh,2016,26-35,Female,55,"{'population': 333060, 'urban_pct': 83.19, 'rural_pct': 89.49, 'median_age': 29.9}",
Arunachal-Pradesh,2016,26-35,Other,51,"{'population': 351555, 'urban_pct': 63.37, 'rural_pct': 25.0, 'median_age': 35.1}",
ARUNACHAL PRADESH,2016,36-45,Male,40,"{'population': 11052811, 'urban_pct': 51.31, 'rural_pct': 83.47, 'median_age': 28.3}",
arunachal pradesh,2016,36-45,Female,55,"{'population': 9578141, 'urban_pct': 54.77, 'rural_pct': 68.39, 'median_age': 28.9}",
ArunachalPradesh,2016,36-45,Other,40,"{'population': 12601665, 'urban_pct': 63.36, 'rural_pct': 41.06, 'median_age': 35.9}",
ARUNACHAL PRADESH,2016,46-60,Male,53,"{""population"": 1021224, ""urban_pct"": 61.05, ""rural_pct"": 48.25, ""median_age"": 33.3}",
Arunachal Pradesh,2016/01,46-60,Female,47,"{""population"": 13127878, ""urban_pct"": 78.79, ""rural_pct"": 31.24, ""median_age"": 33.2}",
Arunachal-Pradesh,2016,46-60,Other,42,"{'population': 3304786, 'urban_pct': 45.49, 'rural_pct': 72.63, 'median_age': 30.1}",
Arunachal Pradesh,2016,60+,Male,48,"{'population': 16169848, 'urban_pct': 49.32, 'rural_pct': 46.3, 'median_age': 29.0}",
ArunachalPradesh,2016,60+,Female,54,"{'population': 9905224, 'urban_pct': 26.28, 'rural_pct': 54.44, 'median_age': 35.8}",
Arunachal-Pradesh,2016/01,60+,Other,45,"{'population': 16675491, 'urban_pct': 31.98, 'rural_pct': 70.14, 'median_age': 35.9}",
Arunachal Pradesh,2017,<18,Male,58,"{""population"": 6849798, ""urban_pct"": 38.08, ""rural_pct"": 20.82, ""median_age"": 33.5}",
ArunachalPradesh,2017,<18,Female,47,"{'population': 1823438, 'urban_pct': 36.33, 'rural_pct': 46.13, 'median_age': 28.1}",
arunachal pradesh,2017,<18,Other,38,"{'population': 7407563, 'urban_pct': 87.47, 'rural_pct': 44.66, 'median_age': 27.7}",
ARUNACHAL PRADESH,2017,18-25,Male,48,"{'population': 2025940, 'urban_pct': 50.07, 'rural_pct': 61.84, 'median_age': 30.7}",
Arunachal Pradesh,2017,18-25,Female,44,"{'population': 6929106, 'urban_pct': 46.31, 'rural_pct': 49.24, 'median_age': 32.2}",
arunachal pradesh,2017,18-25,Other,40,"{'population': 4644349, 'urban_pct': 44.92, 'rural_pct': 71.17, 'median_age': 25.2}",
Arunachal Pradesh,2017,26-35,Male,44,"{'population': 7681448, 'urban_pct': 78.24, 'rural_pct': 88.2, 'median_age': 27.5}",
ARUNACHAL PRADESH,2017,26-35,Female,61,"{""population"": 4775348, ""urban_pct"": 46.96, ""rural_pct"": 29.0, ""median_age"": 26.1}",
Arunachal Pradesh,2017/01,26-35,Other,48,"{'population': 8361970, 'urban_pct': 22.58, 'rural_pct': 49.31, 'median_age': 31.6}",
arunachal pradesh,2017,36-45,Male,61,"{'population': 15944605, 'urban_pct': 28.28, 'rural_pct': 65.36, 'median_age': 26.3}",
Arunachal-Pradesh,2017,36-45,Female,49,"{'population': 2264373, 'urban_pct': 27.29, 'rural_pct': 80.75, 'median_age': 33.2}",
arunachal pradesh,2017,36-45,Other,46,"{'population': 8017086, 'urban_pct': 49.39, 'rural_pct': 49.56, 'median_age': 29.9}",
Arunachal-Pradesh,2017,46-60,Male,45,"{'population': 3194361, 'urban_pct': 21.65, 'rural_pct': 73.16, 'median_age': 34.2}",
arunachal pradesh,2017,46-60,Female,67,"{'population': 9946422, 'urban_pct': 27.03, 'rural_pct': 74.23, 'median_age': 32.1}",
ARUNACHAL PRADESH,2017,46-60,Other,43,"{'population': 15669645, 'urban_pct': 86.39, 'rural_pct': 55.74, 'median_age': 31.3}",
arunachal pradesh,2017,60+,Male,45,"{'population': 12259868, 'urban_pct': 24.75, 'rural_pct': 88.0, 'median_age': 26.4}",
arunachal pradesh,2017,60+,Female,60,"{'population': 6486929, 'urban_pct': 57.88, 'rural_pct': 84.48, 'median_age': 28.0}",
ArunachalPradesh,2017,60+,Other,36,"{'population': 8602200, 'urban_pct': 50.32, 'rural_pct': 77.18, 'median_age': 28.4}",
Arunachal-Pradesh,2018,<18,Male,52,"{'population': 366708, 'urban_pct': 52.92, 'rural_pct': 70.76, 'median_age': 32.0}",
ArunachalPradesh,2018,<18,Female,49,"{'population': 6396745, 'urban_pct': 88.86, 'rural_pct': 45.37, 'median_age': 34.6}",
Arunachal Pradesh,2018,<18,Other,58,"{""population"": 14613581, ""urban_pct"": 50.37, ""rural_pct"": 86.0, ""median_age"": 27.2}",
Arunachal Pradesh,2018,18-25,Male,57,"{'population': 18750227, 'urban_pct': 60.91, 'rural_pct': 74.24, 'median_age': 29.1}",
arunachal pradesh,2018,18-25,Female,54,"{'population': 2962909, 'urban_pct': 57.32, 'rural_pct': 71.5, 'median_age': 33.5}",
ARUNACHAL PRADESH,2018,18-25,Other,40,"{'population': 2133341, 'urban_pct': 24.23, 'rural_pct': 72.25, 'median_age': 35.8}",
arunachal pradesh,2018,26-35,Male,44,"{'population': 14057909, 'urban_pct': 40.94, 'rural_pct': 22.21, 'median_age': 26.7}",
arunachal pradesh,2018,26-35,Female,47,"{'population': 7490892, 'urban_pct': 55.26, 'rural_pct': 27.13, 'median_age': 27.7}",
Arunachal-Pradesh,2018,26-35,Other,44,"{'population': 6343893, 'urban_pct': 30.59, 'rural_pct': 67.66, 'median_age': 32.7}",
Arunachal-Pradesh,2018,36-45,Male,48,"{'population': 2168219, 'urban_pct': 46.62, 'rural_pct': 51.61, 'median_age': 26.9}",
ArunachalPradesh,2018,36-45,Female,35,"{'population': 1391033, 'urban_pct': 42.6, 'rural_pct': 73.99, 'median_age': 35.4}",
arunachal pradesh,2018,36-45,Other,56,"{'population': 17814053, 'urban_pct': 59.63, 'rural_pct': 26.06, 'median_age': 26.6}",
Arunachal Pradesh,2018,46-60,Male,59,"{'population': 19419147, 'urban_pct': 44.46, 'rural_pct': 29.39, 'median_age': 30.7}",
ARUNACHAL PRADESH,2018,46-60,Female,70,"{'population': 2408019, 'urban_pct': 35.62, 'rural_pct': 86.17, 'median_age': 30.4}",
arunachal pradesh,2018,46-60,Other,49,"{'population': 14370446, 'urban_pct': 27.08, 'rural_pct': 25.71, 'median_age': 33.1}",
ArunachalPradesh,2018,60+,Male,47,"{""population"": 19332318, ""urban_pct"": 51.89, ""rural_pct"": 31.21, ""median_age"": 25.2}",
Arunachal Pradesh,2018,60+,Female,52,"{'population': 8388668, 'urban_pct': 35.29, 'rural_pct': 83.4, 'median_age': 29.2}",
Arunachal Pradesh,2018,60+,Other,51,"{'population': 14967387, 'urban_pct': 39.84, 'rural_pct': 30.27, 'median_age': 34.5}",
Arunachal Pradesh,2019/01,<18,Male,48,"{'population': 12004074, 'urban_pct': 37.9, 'rural_pct': 69.58, 'median_age': 27.3}",
ArunachalPradesh,2019,<18,Female,65,"{""population"": 12818523, ""urban_pct"": 48.64, ""rural_pct"": 66.85, ""median_age"": 35.5}",
arunachal pradesh,2019,<18,Other,45,"{'population': 12734327, 'urban_pct': 30.9, 'rural_pct': 28.68, 'median_age': 26.9}",
ARUNACHAL PRADESH,2019/01,18-25,Male,57,"{'population': 19277017, 'urban_pct': 44.46, 'rural_pct': 50.28, 'median_age': 27.7}",
Arunachal Pradesh,2019,18-25,Female,38,"{'population': 10136258, 'urban_pct': 56.61, 'rural_pct': 53.32, 'median_age': 24.6}",
ARUNACHAL PRADESH,2019/01,18-25,Other,50,"{'population': 1960735, 'urban_pct': 80.82, 'rural_pct': 27.03, 'median_age': 26.0}",
Arunachal-Pradesh,2019/01,26-35,Male,66,"{""population"": 13632647, ""urban_pct"": 49.25, ""rural_pct"": 58.35, ""median_age"": 34.7}",
ArunachalPradesh,2019,26-35,Female,55,"{""population"": 4589631, ""urban_pct"": 74.1, ""rural_pct"": 89.12, ""median_age"": 30.6}",
Arunachal-Pradesh,2019,26-35,Other,44,"{'population': 4423238, 'urban_pct': 30.2, 'rural_pct': 81.11, 'median_age': 27.7}",
ARUNACHAL PRADESH,2019,36-45,Male,50,"{'population': 11269261, 'urban_pct': 55.35, 'rural_pct': 54.64, 'median_age': 31.9}",
Arunachal-Pradesh,2019,36-45,Female,45,"{""population"": 16135000, ""urban_pct"": 89.31, ""rural_pct"": 61.7, ""median_age"": 29.5}",
Arunachal Pradesh,2019,36-45,Other,50,"{'population': 6419026, 'urban_pct': 50.96, 'rural_pct': 32.81, 'median_age': 35.2}",
ARUNACHAL PRADESH,2019,46-60,Male,43,"{'population': 19344998, 'urban_pct': 84.76, 'rural_pct': 49.64, 'median_age': 32.2}",
Arunachal-Pradesh,2019,46-60,Female,46,"{'population': 16261185, 'urban_pct': 56.84, 'rural_pct': 22.98, 'median_age': 26.4}",
ARUNACHAL PRADESH,2019,46-60,Other,56,"{""population"": 18241752, ""urban_pct"": 35.41, ""rural_pct"": 86.59, ""median_age"": 25.8}",
ArunachalPradesh,2019,60+,Male,47,"{'population': 10416235, 'urban_pct': 25.13, 'rural_pct': 52.28, 'median_age': 29.7}",
ArunachalPradesh,2019,60+,Female,64,"{'population': 9297287, 'urban_pct': 28.5, 'rural_pct': 52.46, 'median_age': 28.5}",
arunachal pradesh,2019,60+,Other,41,"{'population': 17633246, 'urban_pct': 84.01, 'rural_pct': 37.62, 'median_age': 31.0}",
arunachal pradesh,2020,<18,Male,50,"{'population': 17725793, 'urban_pct': 73.59, 'rural_pct': 85.45, 'median_age': 34.0}",
arunachal pradesh,2020/01,<18,Female,35,"{'population': 7772324, 'urban_pct': 62.05, 'rural_pct': 85.36, 'median_age': 26.2}",
Arunachal-Pradesh,2020,<18,Other,61,"{'population': 974237, 'urban_pct': 73.14, 'rural_pct': 76.53, 'median_age': 30.5}",
ARUNACHAL PRADESH,2020,18-25,Male,49,"{""population"": 1751476, ""urban_pct"": 66.35, ""rural_pct"": 57.07, ""median_age"": 30.2}",
ARUNACHAL PRADESH,2020,18-25,Female,48,"{'population': 3863184, 'urban_pct': 78.68, 'rural_pct': 66.29, 'median_age': 35.0}",
Arunachal-Pradesh,2020/01,18-25,Other,52,"{'population': 4264197, 'urban_pct': 55.76, 'rural_pct': 65.86, 'median_age': 32.8}",
Arunachal Pradesh,2020,26-35,Male,42,"{'population': 16956685, 'urban_pct': 67.94, 'rural_pct': 52.84, 'median_age': 26.8}",
Arunachal-Pradesh,2020,26-35,Female,52,"{'population': 14773020, 'urban_pct': 71.26, 'rural_pct': 67.84, 'median_age': 29.2}",
arunachal pradesh,2020/01,26-35,Other,39,"{'population': 2234669, 'urban_pct': 57.41, 'rural_pct': 54.23, 'median_age': 24.2}",
Arunachal Pradesh,2020,36-45,Male,47,"{'population': 7849005, 'urban_pct': 25.9, 'rural_pct': 81.48, 'median_age': 33.2}",
Arunachal Pradesh,2020/01,36-45,Female,45,"{'population': 13171653, 'urban_pct': 76.02, 'rural_pct': 51.62, 'median_age': 28.7}",
Arunachal-Pradesh,2020,36-45,Other,51,"{'population': 15342372, 'urban_pct': 58.4, 'rural_pct': 36.98, 'median_age': 26.1}",
Arunachal Pradesh,2020,46-60,Male,47,"{""population"": 10784835, ""urban_pct"": 86.83, ""rural_pct"": 27.57, ""median_age"": 30.6}",
arunachal pradesh,2020,46-60,Female,42,"{'population': 4914981, 'urban_pct': 53.78, 'rural_pct': 69.43, 'median_age': 25.2}",
ARUNACHAL PRADESH,2020,46-60,Other,48,"{'population': 4340057, 'urban_pct': 36.63, 'rural_pct': 26.81, 'median_age': 30.4}",
ArunachalPradesh,2020,60+,Male,56,"{'population': 1217765, 'urban_pct': 36.42, 'rural_pct': 80.16, 'median_age': 33.8}",
ARUNACHAL PRADESH,2020,60+,Female,51,"{'population': 4046412, 'urban_pct': 70.78, 'rural_pct': 21.2, 'median_age': 35.7}",
Arunachal-Pradesh,2020,60+,Other,58,"{'population': 1209834, 'urban_pct': 64.44, 'rural_pct': 76.14, 'median_age': 31.4}",
Arunachal Pradesh,2021,<18,Male,53,"{'population': 1194276, 'urban_pct': 79.75, 'rural_pct': 76.25, 'median_age': 32.2}",
arunachal pradesh,2021,<18,Female,53,"{'population': 6954789, 'urban_pct': 23.78, 'rural_pct': 54.66, 'median_age': 33.0}",
ArunachalPradesh,2021,<18,Other,52,"{'population': 9291990, 'urban_pct': 74.55, 'rural_pct': 61.81, 'median_age': 25.8}",
ARUNACHAL PRADESH,2021/01,18-25,Male,48,"{'population': 4171050, 'urban_pct': 79.12, 'rural_pct': 78.39, 'median_age': 26.3}",
Arunachal Pradesh,2021,18-25,Female,48,"{'population': 6257255, 'urban_pct': 67.52, 'rural_pct': 42.82, 'median_age': 28.8}",
Arunachal-Pradesh,2021,18-25,Other,48,"{'population': 3212378, 'urban_pct': 44.48, 'rural_pct': 20.47, 'median_age': 35.9}",
ARUNACHAL PRADESH,2021,26-35,Male,56,"{'population': 2469384, 'urban_pct': 52.67, 'rural_pct': 55.78, 'median_age': 35.3}",
Arunachal Pradesh,2021,26-35,Female,37,"{""population"": 7404837, ""urban_pct"": 39.29, ""rural_pct"": 63.89, ""median_age"": 25.7}",
ARUNACHAL PRADESH,2021,26-35,Other,60,"{""population"": 16805742, ""urban_pct"": 56.18, ""rural_pct"": 25.2, ""median_age"": 26.1}",
Arunachal Pradesh,2021,36-45,Male,46,"{'population': 12232963, 'urban_pct': 65.6, 'rural_pct': 66.3, 'median_age': 34.0}",
arunachal pradesh,2021,36-45,Female,44,"{""population"": 10554444, ""urban_pct"": 23.85, ""rural_pct"": 80.26, ""median_age"": 27.4}",
Arunachal Pradesh,2021,36-45,Other,49,"{'population': 1615900, 'urban_pct': 72.33, 'rural_pct': 62.72, 'median_age': 27.4}",
Arunachal-Pradesh,2021/01,46-60,Male,51,"{'population': 9124646, 'urban_pct': 37.75, 'rural_pct': 81.29, 'median_age': 25.2}",
ARUNACHAL PRADESH,2021,46-60,Female,58,"{'population': 5156983, 'urban_pct': 35.25, 'rural_pct': 54.19, 'median_age': 29.7}",
arunachal pradesh,2021,46-60,Other,48,"{'population': 5737878, 'urban_pct': 72.7, 'rural_pct': 31.22, 'median_age': 32.5}",
Arunachal Pradesh,2021,60+,Male,36,"{'population': 11930871, 'urban_pct': 68.53, 'rural_pct': 85.36, 'median_age': 24.7}",
ARUNACHAL PRADESH,2021,60+,Female,51,"{'population': 4101820, 'urban_pct': 46.14, 'rural_pct': 25.48, 'median_age': 35.1}",
Arunachal Pradesh,2021,60+,Other,51,"{'population': 16998809, 'urban_pct': 53.08, 'rural_pct': 75.72, 'median_age': 33.1}",
Arunachal Pradesh,2022/01,<18,Male,49,"{""population"": 2357819, ""urban_pct"": 27.25, ""rural_pct"": 20.09, ""median_age"": 34.6}",
Arunachal-Pradesh,2022,<18,Female,49,"{""population"": 201887, ""urban_pct"": 49.76, ""rural_pct"": 81.71, ""median_age"": 32.5}",
ARUNACHAL PRADESH,2022,<18,Other,55,"{""population"": 14089233, ""urban_pct"": 80.21, ""rural_pct"": 48.41, ""median_age"": 29.3}",
arunachal pradesh,2022,18-25,Male,55,"{'population': 7863369, 'urban_pct': 70.53, 'rural_pct': 21.62, 'median_age': 32.3}",
arunachal pradesh,2022,18-25,Female,49,"{""population"": 18230665, ""urban_pct"": 43.91, ""rural_pct"": 69.02, ""median_age"": 34.7}",
ArunachalPradesh,2022,18-25,Other,54,"{'population': 9840978, 'urban_pct': 56.52, 'rural_pct': 41.66, 'median_age': 27.0}",
ArunachalPradesh,2022,26-35,Male,46,"{'population': 3634619, 'urban_pct': 76.7, 'rural_pct': 24.2, 'median_age': 25.2}",
arunachal pradesh,2022,26-35,Female,55,"{""population"": 5402498, ""urban_pct"": 47.16, ""rural_pct"": 72.39, ""median_age"": 24.6}",
ArunachalPradesh,2022,26-35,Other,56,"{""population"": 8493794, ""urban_pct"": 21.4, ""rural_pct"": 33.6, ""median_age"": 28.2}",
arunachal pradesh,2022,36-45,Male,54,"{'population': 2313205, 'urban_pct': 66.11, 'rural_pct': 32.6, 'median_age': 35.7}",
ArunachalPradesh,2022,36-45,Female,53,"{'population': 3355228, 'urban_pct': 43.96, 'rural_pct': 78.63, 'median_age': 30.7}",
Arunachal-Pradesh,2022,36-45,Other,49,"{""population"": 13422731, ""urban_pct"": 73.71, ""rural_pct"": 28.42, ""median_age"": 26.8}",
arunachal pradesh,2022/01,46-60,Male,59,"{'population': 5965512, 'urban_pct': 78.72, 'rural_pct': 82.85, 'median_age': 30.5}",
ArunachalPradesh,2022,46-60,Female,47,"{""population"": 8163459, ""urban_pct"": 75.51, ""rural_pct"": 69.76, ""median_age"": 25.0}",
Arunachal-Pradesh,2022,46-60,Other,52,"{'population': 15082225, 'urban_pct': 69.03, 'rural_pct': 70.67, 'median_age': 31.4}",
arunachal pradesh,2022,60+,Male,58,"{""population"": 11448718, ""urban_pct"": 67.94, ""rural_pct"": 32.89, ""median_age"": 29.7}",
Arunachal-Pradesh,2022,60+,Female,50,"{'population': 4519884, 'urban_pct': 86.18, 'rural_pct': 46.02, 'median_age': 24.5}",
ArunachalPradesh,2022,60+,Other,46,"{'population': 5306774, 'urban_pct': 22.44, 'rural_pct': 29.95, 'median_age': 24.6}",
Delhi,2008,<18,Male,49,"{'population': 1801298, 'urban_pct': 58.78, 'rural_pct': 59.75, 'median_age': 26.6}",
Delhi,2008,<18,Female,54,"{""population"": 3483920, ""urban_pct"": 57.76, ""rural_pct"": 55.77, ""median_age"": 29.4}",
Delhi,2008,<18,Other,49,"{'population': 8515249, 'urban_pct': 71.07, 'rural_pct': 27.6, 'median_age': 28.4}",
DELHI,2008,18-25,Male,58,"{'population': 14968443, 'urban_pct': 33.54, 'rural_pct': 63.0, 'median_age': 26.1}",
Delhi,2008,18-25,Female,50,"{'population': 8724523, 'urban_pct': 87.02, 'rural_pct': 70.5, 'median_age': 35.2}",
Delhi,2008,18-25,Other,54,"{'population': 12286226, 'urban_pct': 20.95, 'rural_pct': 85.47, 'median_age': 25.7}",
Delhi,2008,26-35,Male,49,"{'population': 12281038, 'urban_pct': 43.28, 'rural_pct': 45.73, 'median_age': 35.3}",
delhi,2008/01,26-35,Female,55,"{'population': 310151, 'urban_pct': 22.54, 'rural_pct': 64.96, 'median_age': 34.1}",
Delhi,2008,26-35,Other,51,"{'population': 9383061, 'urban_pct': 33.94, 'rural_pct': 27.98, 'median_age': 26.4}",
Delhi,2008,36-45,Male,49,"{'population': 12178410, 'urban_pct': 62.42, 'rural_pct': 74.98, 'median_age': 28.2}",
Delhi,2008/01,36-45,Female,58,"{'population': 18644226, 'urban_pct': 83.13, 'rural_pct': 80.94, 'median_age': 32.3}",
Delhi,2008,36-45,Other,58,"{'population': 6805096, 'urban_pct': 54.08, 'rural_pct': 24.18, 'median_age': 32.3}",
delhi,2008,46-60,Male,41,"{'population': 18288935, 'urban_pct': 34.77, 'rural_pct': 42.03, 'median_age': 34.1}",
